date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2022-05-19,2.3786345266789284,0.7425459343598003,-0.09090802934231049,3072.0891748896665,-20.686872636517496
2022-05-20,2.3947546811303813,0.740632257452479,-0.09096797057551652,3073.3618994162453,-22.77967653432622
2022-05-23,2.41261834342762,0.7385109797811656,-0.09103377745480183,3051.362634699741,-24.563210749727705
2022-05-24,2.4319908512653994,0.7362125633104666,-0.09110715609097561,3048.161122489732,-24.75397763335504
2022-05-25,2.451405050453906,0.733908883454544,-0.0911803867094736,3204.9214256245486,-26.981673207667956
2022-05-26,2.4725382256261903,0.7313798161091232,-0.09123894508187316,3235.038979893653,-25.40862675851512
2022-05-27,2.492135943252667,0.7290305249391289,-0.09128927674361946,3204.685945755967,-24.872825582537285
2022-05-30,2.5112313411467437,0.726744817881939,-0.09134159534455678,3187.550276989116,-24.69483486022529
2022-05-31,2.5301081518944355,0.7244869253397779,-0.09139491352916228,3204.372424368746,-26.483264489330473
2022-06-01,2.550507030914852,0.7220446334469767,-0.09145016075211011,3316.2382218625467,-28.394770184322915
2022-06-02,2.572453206811487,0.7194016522933736,-0.09149428773981683,3333.40719841563,-29.79645567717367
2022-06-03,2.5955728055505083,0.7166143117967688,-0.09153773617544778,3360.1304165476213,-31.311297066517007
2022-06-06,2.619983645555109,0.7136666870751815,-0.0915790156425326,3366.5570989404696,-32.21086311833991
2022-06-07,2.6451659786597923,0.7106244314288962,-0.09162008089084558,3363.69303604077,-31.871904616559544
2022-06-08,2.6699565623978003,0.7076294536242826,-0.09166039321773217,3354.921883681173,-30.882146279493927
2022-06-09,2.693759523623834,0.7047546433471992,-0.09169987599125719,3365.0338228171554,-31.828619835995998
2022-06-10,2.7183718787787496,0.7017801553797837,-0.091738731322752,3360.690247203457,-31.992542249263888
2022-06-14,2.743045927185858,0.6987981813626112,-0.0917776114242873,3347.4423867076302,-31.597030344947065
2022-06-15,2.7672233601855263,0.6958771500341341,-0.09181661983451724,3347.0001347992984,-30.715270194064225
2022-06-16,2.7904558632396546,0.6930693813408841,-0.09185320627358577,3356.165402737712,-29.391143890973524
2022-06-17,2.812359335996255,0.6904201045595542,-0.09188558800832547,3347.1254815270936,-29.671593939584863
2022-06-20,2.8344019255861883,0.6877544269029638,-0.09191858933423969,3345.9340862190566,-28.139648359989078
2022-06-21,2.854963719385119,0.6852670265413497,-0.09194859409426798,3363.357802876135,-29.867408160294694
2022-06-22,2.876874964537448,0.682612924331781,-0.09197716877081853,3344.1027127910206,-29.023711176053048
2022-06-23,2.8978940655490475,0.6800681644168457,-0.09200588973782459,3383.29741706149,-28.92909775314918
2022-06-24,2.918609806064725,0.6775534807157757,-0.0920276780337298,3392.820338881527,-29.512624862759974
2022-06-27,2.939556512041609,0.6750073496348191,-0.09204646604389029,3412.2699493251566,-29.165627693728602
2022-06-28,2.9599908475180254,0.6725192653419458,-0.09206068827421343,3390.734284455617,-28.960815035179756
2022-06-29,2.9798468094413146,0.6701006928348135,-0.09207390332414014,3360.251480286146,-29.215119345845743
2022-06-30,2.999561006944554,0.6677001648623838,-0.09208805248147992,3304.8903937268333,-33.285230754244424
2022-07-01,3.022321247515279,0.6649341407974614,-0.0921100049706637,3271.896261981303,-32.55868085916076
2022-07-04,3.0441990496145883,0.6622777749469791,-0.09213369054370112,3232.1730414498784,-31.790161859309364
2022-07-05,3.0652217978062053,0.6597289988669174,-0.09216034129225173,3207.3804546796523,-30.577615238900847
2022-07-06,3.0851357494543312,0.6573169064751532,-0.09218788478089639,3203.746846071444,-30.64745416060093
2022-07-07,3.104892746591894,0.6549225268440585,-0.09221404945913587,3213.7084244629236,-30.714000590389002
2022-07-08,3.124454679632885,0.6525482373877896,-0.09223659335622957,3211.1759086622137,-30.788282448036142
2022-07-11,3.1438311657708806,0.6501946734710564,-0.09225732126168157,3195.1455058378524,-32.324208833394685
2022-07-12,3.164172485553774,0.6477244038188545,-0.09227971089077117,3160.613610041388,-32.48874227393907
2022-07-13,3.1844858623842525,0.6452613932223421,-0.09230599730870952,3140.1100054045974,-33.961549231368096
2022-07-14,3.2057437569635683,0.6426854179310011,-0.0923351793795472,3123.1114425376254,-33.934474066557655
