date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2019-06-28,5.732666905933285,0.28788355339906596,-0.05775698936266638,2239.695646509766,23.492225575835167
2019-07-01,5.724787608986312,0.2889431195850185,-0.05782559873837377,2245.613361209122,24.752998374198466
2019-07-02,5.716629336181374,0.29004365542532146,-0.05789958534397477,2247.1159267659486,25.04072293430277
2019-07-03,5.708498351681789,0.29114245217680057,-0.05797487292299835,2247.1237167339273,25.669538306705174
2019-07-04,5.700302891079637,0.2922514313518781,-0.05805186168046041,2251.3412922940506,26.270504153694564
2019-07-05,5.6920732084380585,0.2933686270495918,-0.05813214852914322,2247.6232165957385,26.148812624138817
2019-07-08,5.683939425215637,0.2944716724201549,-0.05821036996299945,2255.56231729706,25.137309590381296
2019-07-09,5.6762784016297205,0.29551674261496774,-0.05828919904484834,2254.339185375271,25.210084547686318
2019-07-10,5.668688461080397,0.29655272632982793,-0.058367669947903676,2259.529657403504,24.926441693343815
2019-07-11,5.6613459365927445,0.29755973873676783,-0.05844755759896619,2261.003715214027,23.381486780791505
2019-07-12,5.654517050506911,0.2984983305322323,-0.058523472017512894,2253.070161106905,23.279782758092637
2019-07-15,5.647734620250884,0.29942738395391083,-0.05859599501563329,2254.5637248361054,22.26046084372171
2019-07-16,5.641309665241067,0.30030923465496256,-0.058666105914305364,2251.806652404821,22.385285479854723
2019-07-17,5.6349215700009045,0.3011859357023565,-0.05873558727915037,2254.274427425228,20.356686257533884
2019-07-18,5.629174787873986,0.30197728335675744,-0.05880024554767025,2253.5343007908386,19.926730161221574
2019-07-19,5.623659208425556,0.30273868747339033,-0.058863732565380356,2258.297410341546,19.584337635651128
2019-07-22,5.61837782899758,0.30347202304593207,-0.05892802372232569,2263.1006364433706,18.60939618745796
2019-07-23,5.6134762505363724,0.3041567494278896,-0.058991083721476496,2266.219275973497,19.18793687074738
2019-07-24,5.6085867891021906,0.30484388515514604,-0.05905730823572116,2272.17939636381,18.07650418331781
2019-07-25,5.604114430079215,0.3054775063900415,-0.05912208627165261,2278.215555292107,18.558579486728235
2019-07-26,5.599686353603592,0.3061101280713531,-0.059190574328209206,2266.680235520882,19.80869455880432
2019-07-29,5.5950091415948595,0.30677496725986686,-0.0592598024129418,2267.319845002527,20.330177765323576
2019-07-30,5.590343531168798,0.3074411392000592,-0.059331205823352565,2265.5468205617594,20.707282461808283
2019-07-31,5.585683205288825,0.3081077647124011,-0.059403382870472726,2267.64916269488,20.807929421691096
2019-08-01,5.581133192881324,0.3087623548826451,-0.05947685249389246,2263.415706392775,20.588542011573296
2019-08-02,5.576670517215262,0.3094037750874974,-0.05954824240453689,2244.3332310233604,19.184618532797472
2019-08-05,5.572410953676254,0.31000778000952944,-0.05960919140131812,2257.2445771733965,17.36255905938975
2019-08-06,5.568704105414683,0.31054118878489406,-0.0596687295289886,2260.4356982214194,18.709415273849306
2019-08-07,5.564867401243043,0.3110976007599929,-0.05973383271913473,2263.4507019706834,18.18150038218269
2019-08-08,5.561274966520739,0.31162327822778657,-0.0597985561507742,2259.5613601560335,19.345729996630002
2019-08-09,5.55757654472074,0.31216612760766105,-0.059866330435259726,2258.5078033658597,18.649578983363348
2019-08-12,5.5541166512186075,0.31267688578890346,-0.05993196271461561,2253.2114737202683,19.382047862496776
2019-08-13,5.550628344526341,0.3131929587232027,-0.059998791473514584,2252.290841366468,18.995289186274334
2019-08-14,5.547311574636197,0.3136864783940904,-0.06006448461243087,2250.0828512015314,17.19746224419405
2019-08-15,5.544368152093274,0.3141262728544084,-0.060124114419177394,2249.985800401396,16.693180887257085
2019-08-16,5.54163369939481,0.31453886575731976,-0.060182628893518456,2250.1183036044213,16.225000072696673
2019-08-19,5.5390823379077565,0.31492751231205873,-0.060240083987699755,2248.0023695829045,17.79747369622782
2019-08-20,5.536375672482625,0.3153415940732627,-0.060302329867296244,2253.9820264736354,18.58302189665948
2019-08-21,5.533705245670834,0.31575691732127786,-0.060369230663482945,2261.7325413234557,18.225738505550027
2019-08-22,5.5312155070144735,0.316151224278993,-0.060437394566868,2264.313353730247,18.143100449987216
2019-08-23,5.528810281392286,0.3165356516903955,-0.06050605878750073,2263.666293441162,17.54117679400604
2019-08-26,5.526557740666661,0.31689865095690506,-0.06057265521446956,2262.984789283124,17.46610107980824
2019-08-27,5.524393090735093,0.31725056825758524,-0.06063902598762085,2262.9911569121023,17.514820677811983
2019-08-28,5.522350513505539,0.3175883062156141,-0.060706074421568314,2265.528785404357,18.17594273127485
2019-08-29,5.520311750686731,0.31792946710227266,-0.06077623971604885,2268.145378242661,19.668255220173613
2019-08-30,5.5181970928333275,0.3182876950799763,-0.060852513707199074,2281.22439712363,20.11269051194111
2019-09-02,5.516154842131534,0.31864329999425983,-0.0609342046798586,2283.2107254410566,21.45221503653927
2019-09-03,5.514017164108637,0.319017311770176,-0.06102117151489404,2285.3219308451376,21.392087589780818
2019-09-04,5.511908127957934,0.3193878514874364,-0.061108236536493936,2297.1451860457605,21.601369254696934
2019-09-05,5.509898365388947,0.31975117567559963,-0.061199693143466335,2298.095398329666,22.14723557778615
2019-09-06,5.507840471625329,0.32012283404005654,-0.06129305246224574,2297.305130445845,21.77529066228443
2019-09-09,5.505822804294741,0.32048704222516833,-0.06138437828104514,2298.1057589729626,21.25769186729518
2019-09-10,5.503856447284133,0.32084222674356677,-0.06147356827356255,2297.672192426405,21.319307827645417
2019-09-11,5.501867012981295,0.32119979255958003,-0.06156234303745531,2298.9236068399473,22.537782100217708
2019-09-12,5.49974994695727,0.3215785847396027,-0.06165547245482008,2305.0174213280284,21.473702284939545
2019-09-13,5.497808532487554,0.3219326334475379,-0.061746358624489975,2303.8271863801333,21.17835992666164
2019-09-16,5.495923397319728,0.3222777127917733,-0.0618355641618914,2303.632310753646,23.03699625886637
2019-09-17,5.493851963881818,0.3226538155216647,-0.06193110458987012,2300.148878725469,22.638148603800868
2019-09-18,5.491784590675721,0.32302569740657494,-0.06202353085198006,2300.4973163627756,22.5213339720985
2019-09-19,5.489766631424863,0.32339084313965927,-0.06211543124226114,2306.412418469885,21.17390530935921
2019-09-20,5.487955567947351,0.3237261282761445,-0.062204084810468296,2307.1885062291544,21.204227242377517
2019-09-23,5.486149228003743,0.3240607786477412,-0.062292695122264014,2307.291304498832,20.72424468331413
2019-09-24,5.484429690320254,0.32438236453085234,-0.06237941297537002,2302.8340868346077,19.61478318163501
2019-09-25,5.482820110383675,0.3246835938123003,-0.06246057602387168,2305.5740861369377,19.72245943416866
2019-09-26,5.48128298216708,0.3249773499137826,-0.0625429650848317,2305.2365408707738,20.27832939662877
2019-09-27,5.479777559761122,0.32526990906806336,-0.0626274648545876,2306.8475948725177,19.556229294480687
2019-09-30,5.478372367252373,0.3255470269590381,-0.06270955971781296,2303.8451643497056,19.243256556932376
2019-10-01,5.477018638960835,0.32581532861090867,-0.0627895803153424,2302.6928036755326,19.808860113532578
2019-10-02,5.475646009049072,0.3260881107915755,-0.06287123482624846,2304.147411658823,18.021528754630832
2019-10-03,5.47444181993668,0.32633191676957973,-0.06294644278679071,2303.9265236949873,17.515466407228054
2019-10-04,5.473320050021015,0.32656308493916025,-0.06301967405142735,2315.174947239927,16.300066360426335
2019-10-07,5.472404841880356,0.3267660023721977,-0.06309102185489102,2324.9605922005794,16.95768130961106
2019-10-08,5.471586614982604,0.3269632241060876,-0.06316759661789041,2323.0468593199753,16.56630985018872
2019-10-09,5.470835530934638,0.32714971730389314,-0.063242154696982,2326.6605254079423,16.60575190806213
2019-10-10,5.470189279017974,0.32732477135238075,-0.0633179775131942,2345.3848198245137,16.03682163354452
2019-10-11,5.4697495477149,0.32747640131476585,-0.06339589836033248,2345.0537455311446,15.480082499628756
2019-10-14,5.469374213512762,0.3276169137018607,-0.06347125192429254,2349.191418936625,14.825040575919557
2019-10-15,5.4690877341908894,0.3277437979596227,-0.06354454805257961,2349.422213082636,15.57139388911093
2019-10-16,5.4688093032494,0.32787385313012907,-0.06362116606619748,2346.401681419538,16.959940053388856
2019-10-17,5.468525612485097,0.32801155437644247,-0.06370328780584462,2349.2536689813487,17.000562190962864
2019-10-18,5.468307931248604,0.32814210398432364,-0.0637862537610883,2364.17876790501,16.442548142814918
2019-10-21,5.46823966553701,0.3282549598273864,-0.06387015903024203,2371.2204807531657,16.44425402073879
2019-10-22,5.468285060848354,0.32835577278900807,-0.06395579672184111,2377.0220738971243,17.888261567792174
2019-10-23,5.468433678594933,0.32845411254699847,-0.06404981179044626,2376.9452937298015,18.706139659297616
2019-10-24,5.468640821713642,0.32855004296424034,-0.06414767210295193,2374.330813395563,21.173089435060312
2019-10-25,5.468876717824416,0.32865580478087913,-0.0642562032809122,2388.3674982019616,20.308537198031452
2019-10-28,5.469256116131627,0.32874298933515717,-0.06436439216485833,2391.991315881076,19.436470401552185
2019-10-29,5.469669699208489,0.3288213944439891,-0.06446896146193112,2389.1950488758307,20.813911838556365
2019-10-30,5.4701265778453,0.3289016694514231,-0.06457924668047484,2386.2535925903076,21.996673322549555
2019-10-31,5.470636726054439,0.32898126029568764,-0.06469415994938227,2385.071712300291,21.33723212912917
2019-11-01,5.471163311759884,0.3290542816112812,-0.06480534100124992,2396.3555710605838,22.285692298286854
2019-11-05,5.471840218485262,0.32911772415809576,-0.06492404727217298,2399.274539714024,22.935076881679617
2019-11-06,5.472530865330209,0.32918346269013105,-0.06504603346440915,2400.79360832915,24.16061046057756
2019-11-07,5.473227868518909,0.32925521416257214,-0.0651735279806285,2405.435574534056,25.072566143567077
2019-11-08,5.473954495393214,0.32932933112082197,-0.06530600118773423,2403.658115020654,23.694379887900663
2019-11-11,5.474608839840672,0.3294027877330323,-0.06543063647782363,2395.4262523792763,23.629771405339905
2019-11-12,5.475176647366366,0.3294829587813469,-0.06555178575306643,2390.07863986954,23.475435107904485
2019-11-13,5.4756990267495205,0.32956542985557685,-0.06567006942869447,2381.849111874237,23.176988222036066
2019-11-14,5.476128148707857,0.3296542252324703,-0.06578389535814466,2390.8134930982715,22.236636543855926
2019-11-15,5.476601959386757,0.32973452849955476,-0.06589556879909991,2396.0766661457615,22.484394655069238
2019-11-18,5.477152023926569,0.3298081676314419,-0.06600957181873233,2397.0593891969543,22.002817835053246
2019-11-19,5.477695560333367,0.3298795781020666,-0.06612112722347628,2404.186123750908,22.35699935787425
2019-11-20,5.47831547677451,0.3299453636271443,-0.06623591793757198,2404.759000899635,22.110781117835444
2019-11-21,5.478960063850658,0.33000648335335486,-0.0663493804270084,2407.5177881264894,22.225472829835535
2019-11-22,5.479613394028142,0.3300673537800883,-0.06646356111363765,2411.937349430498,22.21212962666712
2019-11-25,5.4802822920078125,0.3301268845290069,-0.06657830668105841,2408.3030640204856,22.713791472170854
2019-11-26,5.480917492415209,0.3301915951081131,-0.06669374385742664,2412.3685789158267,21.483094482895602
2019-11-27,5.481560111450817,0.3302490656900917,-0.06680415755393998,2411.686399336896,21.452358018246297
2019-11-28,5.482195010144159,0.3303065485606263,-0.06691376400373714,2407.7362154148527,21.59014684652987
2019-11-29,5.482803329263303,0.33036637638065497,-0.06702247819999575,2408.7130400613714,21.864661799863462
2019-12-02,5.483420226496686,0.33042641603599976,-0.06713221442208109,2406.5651993338897,21.383788014908124
2019-12-03,5.4839951404629375,0.3304876531950898,-0.067238654236114,2406.986056203745,19.796290159975925
2019-12-04,5.4845628463142475,0.33054065239957503,-0.06733772375335666,2414.010471226791,20.15937936366512
2019-12-05,5.485209546764025,0.33058759480191297,-0.06743991951125197,2413.1589143271485,20.145009215375165
2019-12-06,5.4858534210864205,0.33063411365839485,-0.06754144417538686,2417.249217958393,21.160862448168636
2019-12-09,5.486558092414721,0.33067959853888296,-0.06764826441972886,2417.6889583677635,21.811781859162593
2019-12-10,5.487316260094901,0.33072200699660526,-0.067757905733605,2416.3254815871755,21.35782295660924
2019-12-11,5.48809229918818,0.3307590349593833,-0.0678649139514381,2415.7508470191337,22.297380280152712
2019-12-12,5.488880919251417,0.330798997776988,-0.06797549457993216,2429.8332872373094,22.75986240156729
2019-12-13,5.489797529433857,0.3308294891193206,-0.06809153785175552,2423.2317736601403,23.662541593112962
2019-12-16,5.490762958039325,0.33085693627003027,-0.06820975441860451,2427.60803332224,23.8321820794932
2019-12-17,5.491763684667964,0.3308817092828824,-0.06832942176248596,2430.409310044882,23.982819994396486
2019-12-18,5.492781580946432,0.3309054036109656,-0.06844997700825105,2435.254749218669,24.17263536680092
2019-12-19,5.493807778472794,0.33092977300436505,-0.06857201687182128,2429.384681532752,23.833414397835952
2019-12-20,5.494787984023885,0.33095558895911836,-0.06869043369413454,2430.7269342442355,24.07522858743969
2019-12-23,5.4957604019575745,0.3309833339347356,-0.06880964061877706,2435.0719844151185,24.58810332577057
2019-12-24,5.496787107351118,0.33100797788236946,-0.06893184387359295,2441.4817522293984,24.129127618204294
2019-12-25,5.497822796592647,0.3310301693944832,-0.06905311558650166,2444.4986270247587,23.98616086313321
2019-12-26,5.498853617099271,0.33105231374009053,-0.06917391789964836,2454.288129880718,23.525431390459595
2019-12-27,5.4999224880009505,0.3310693624579979,-0.06929463570247674,2435.9465103091597,25.227298181225155
2019-12-30,5.500826948662129,0.3311092932277096,-0.06941690722660603,2449.200580900995,24.361802938961663
2020-01-03,5.501785307549309,0.33114120380960504,-0.06953842714397969,2461.3920047955908,24.984967612076115
2020-01-06,5.502796577341034,0.3311727132626769,-0.06966523341933659,2458.5681700230484,25.23020665199356
2020-01-08,5.503696376314245,0.3312171185220448,-0.06979124502590597,2462.370491760229,26.303495367862737
2020-01-09,5.504581801014549,0.3312691780452205,-0.0699221133997617,2470.9409532001737,26.189984263351217
2020-01-10,5.505494054273597,0.3313190711104909,-0.07005412751149559,2493.2573870191086,25.284297412012833
2020-01-13,5.506540275374066,0.33135345282589634,-0.07018754922271501,2505.6176661819986,25.78495284966884
2020-01-14,5.507657479989562,0.33138472220246795,-0.07032588099066357,2498.4105682002405,25.27044353060701
2020-01-15,5.50866795962464,0.3314230167529502,-0.07045897079945924,2492.6571769744824,25.674321721300597
2020-01-16,5.509636818946587,0.33146623212261334,-0.07059169691118379,2497.8014397626935,26.400359521770334
2020-01-17,5.510637931574322,0.33151021663283126,-0.07072840452247438,2504.7750966137423,27.63141905722111
2020-01-20,5.51170445997424,0.33155430180879625,-0.07087194394527437,2506.6406504850356,28.455588533479848
2020-01-21,5.5127663691279105,0.33160305452221067,-0.07101885082603646,2506.6112991063537,28.030221564234424
2020-01-22,5.513777399202188,0.3316546344203226,-0.07116290024452367,2508.3343510217387,26.562872238577697
2020-01-23,5.5147212027241626,0.33170582243683655,-0.07129986461255204,2515.520839856816,24.87274803013746
2020-01-24,5.515624256285914,0.33175356177146964,-0.0714300556319768,2518.5438979824285,24.921388208495323
2020-01-27,5.5165488477795375,0.33179908843855555,-0.07156064975045988,2508.5238385214066,22.987071225860014
2020-01-28,5.5173629265215185,0.33184392860163253,-0.07167925489231025,2510.7651832798733,23.99008958429485
2020-01-29,5.518270614849122,0.33188324630922844,-0.07180279227776266,2513.093000505077,24.499968738569542
2020-01-30,5.519256263923961,0.33191615341346503,-0.07192896232800287,2508.1761912273605,23.937864129028164
2020-01-31,5.52022919681137,0.33194576847204377,-0.07205099965650237,2503.3276733833854,22.90240837076425
2020-02-03,5.521164240497297,0.3319725894078359,-0.0721667925353963,2502.1643731910053,22.72734888650676
2020-02-04,5.5221102193947305,0.33199639926093005,-0.07228116873505208,2511.731591336534,23.325279288768087
2020-02-05,5.523184343221324,0.33200997603315746,-0.07240027801343576,2516.2120019985728,23.767393110215608
2020-02-06,5.524325347842638,0.33201852090187833,-0.07252208501249212,2514.909710345504,23.13284994929583
2020-02-07,5.52546811337708,0.3320225909172209,-0.07264034749170976,2522.7198854123217,22.392898944281626
2020-02-10,5.526670071838858,0.33201684173184204,-0.07275669791463925,2528.487292084405,21.1162899488194
2020-02-11,5.5278975235739765,0.33200174174803615,-0.0728680660576823,2529.3042440921454,22.467670990360755
2020-02-12,5.529213066706908,0.33198339895673584,-0.07298565033555146,2540.9040397266554,22.880280057167624
2020-02-13,5.530669953317098,0.33195264041285194,-0.07310755959124034,2543.3323283176414,22.282486066507488
2020-02-14,5.532143743813881,0.33191652317786713,-0.07322680360876824,2553.8534436029468,21.263027358020903
2020-02-17,5.533617305832639,0.331876236412909,-0.07334280233100328,2552.7541754856925,21.831550795848685
2020-02-18,5.535136772613025,0.3318330033734107,-0.07346097248985738,2551.492043622548,20.48048543531951
2020-02-19,5.536590032092986,0.33178915769964457,-0.0735718889958567,2563.537902822332,21.494985370452625
2020-02-20,5.538202752704419,0.33173411429072,-0.07368996213797438,2568.6816912614936,21.66162941213812
2020-02-21,5.539841576458906,0.331677364039284,-0.0738093572518844,2562.7674784005735,21.19827593326873
2020-02-25,5.541373974582488,0.33162874369704837,-0.07392451294943388,2550.7427981793517,17.717866424761763
2020-02-26,5.542599432514197,0.331593846871246,-0.0740196465471346,2553.150355588161,18.184187366626393
2020-02-27,5.543885837651645,0.3315544226585347,-0.07411724590088027,2521.1963849275253,15.653029547074304
2020-02-28,5.544890376318951,0.3315286762732103,-0.07419706183937881,2485.2377134945987,12.064933864365845
2020-03-02,5.545589655939928,0.3315144719290678,-0.07425515607951391,2492.5956076780276,10.959434875055706
2020-03-03,5.54627208490238,0.3314969399577125,-0.07430897508985185,2533.04292067454,11.382636945159996
2020-03-04,5.547165382536898,0.3314611196942027,-0.07436954136714781,2553.853547336415,10.735010742864294
2020-03-05,5.548097851035198,0.33141884784255893,-0.07442901190228557,2528.8659544195007,11.381941580473033
2020-03-06,5.549025793081135,0.33137810565585,-0.07448897226517996,2476.671635220643,9.805028705701746
2020-03-10,5.54968146842282,0.3313552976125801,-0.07453563837009317,2376.1076007506945,5.169479665419985
2020-03-11,5.5499157910752706,0.33135176597666705,-0.07455536168890946,2333.2242649091036,6.842708499652783
2020-03-12,5.550184419559941,0.3313487180461456,-0.07457827823895821,2194.625215495039,4.181797596099335
2020-03-13,5.550170051336521,0.33136181886042965,-0.07458580877428643,2232.2667230302736,3.768065711051949
2020-03-16,5.550239097037156,0.3313655834639767,-0.07459445203538217,2188.524607842813,3.581197665144842
2020-03-17,5.55028075478659,0.3313702722359696,-0.0746009599429246,2186.0560348308277,1.7695779318010807
2020-03-18,5.550316933220007,0.3313707579629169,-0.07460423559335808,2111.2646914152424,0.06514145717255726
2020-03-19,5.550317050217178,0.33137086416299305,-0.07460429931188219,2158.104765155543,5.449004920573497
2020-03-20,5.550477885131236,0.33136466337262555,-0.07461291256237872,2230.595942039457,4.528568175739833
2020-03-23,5.550784865101221,0.3313428474036262,-0.07462430561548633,2239.8388556878995,0.6032194806242286
2020-03-24,5.550834326640069,0.3313390347468984,-0.07462594739173622,2310.2052081527495,4.578155718548493
2020-03-25,5.551362591717255,0.3312952886330777,-0.0746421196392574,2309.130221746551,6.217049904828031
2020-03-26,5.552135372505662,0.3312291169263874,-0.07466413052700752,2313.22552269255,7.640607263476951
2020-03-27,5.553168288133777,0.3311381453243559,-0.07469171565870965,2317.768439465731,3.5957673387545297
2020-03-30,5.553702244292411,0.3310901571270501,-0.07470528313257838,2314.780259852815,5.122289238578692
2020-03-31,5.554507042782816,0.33101630187056164,-0.07472455330520743,2350.8440542691446,6.719541666066209
2020-04-01,5.555694558610455,0.3309061950080958,-0.0747525883998505,2337.4865491580745,5.823496648182003
2020-04-02,5.556761861485872,0.33080559732180387,-0.07477639341335017,2331.2672804858785,9.20884195952758
2020-04-03,5.558493437255169,0.33064016394003204,-0.074813215385922,2337.001006111216,10.06542116471769
2020-04-06,5.560508981568589,0.3304453003879619,-0.0748544258303312,2351.2190814812698,11.541711304408375
2020-04-07,5.562999293569286,0.33020208583310096,-0.07490375248040348,2349.6269966494183,12.13439425735039
2020-04-08,5.565753492213599,0.32993004020663386,-0.07495591775835314,2344.7824356743704,13.874957410795385
2020-04-09,5.569014190041628,0.32960471342764963,-0.07501506154163619,2351.464181591892,14.897348688124957
2020-04-10,5.57265561983739,0.3292394924427879,-0.07507980480575736,2356.228458239534,13.650269804515226
2020-04-13,5.576156219843816,0.3288864294560391,-0.07514062895036949,2352.339469211951,11.754703536929645
2020-04-14,5.5792806379233895,0.3285693767602331,-0.07519334677571905,2353.8216955243206,11.810933045790971
2020-04-15,5.582519105294672,0.32823923464875293,-0.07524684522664678,2338.93704055833,6.840840803627435
2020-04-16,5.5844716958399045,0.32803860709517024,-0.07527771614395128,2360.7807534132717,6.534670632318673
2020-04-17,5.586456172940281,0.3278343748259737,-0.07530908817592692,2429.875348215877,4.325104654495471
2020-04-20,5.587929168225137,0.3276835690584508,-0.07533347182471359,2452.9739006229174,2.9758204666811006
2020-04-21,5.588998221909556,0.3275740151710047,-0.07535118226360711,2420.610932005658,2.7847956523309847
2020-04-22,5.589997743573648,0.32747071507171865,-0.07536692117757218,2441.236306882944,5.414211346291986
2020-04-23,5.59200836302666,0.3272626429384741,-0.07539852145845995,2458.5365531131106,5.729971625132402
2020-04-24,5.594222283039211,0.32703315383247933,-0.07543314778353559,2471.70613702775,3.654312364206258
2020-04-27,5.59570743846588,0.32687880008196224,-0.07545611220528577,2463.1587509178953,4.374515002005097
2020-04-28,5.597508876647604,0.32669076142138875,-0.07548326387184132,2463.0863259977546,6.0555601493920586
2020-04-29,5.600056750040208,0.3264237573058544,-0.07552082056132678,2461.9999736131954,8.169781825448785
2020-04-30,5.603536524969146,0.32605792049021115,-0.07557115653326613,2455.676285393305,7.93605068248977
2020-05-04,5.606976857484288,0.32569493778839,-0.07561981542580044,2454.4692584704608,6.933097285381495
2020-05-05,5.610066937641016,0.3253678774415761,-0.07566267894944077,2457.0457264782494,7.995955118155185
2020-05-06,5.61369897284723,0.3249825129909042,-0.07571232840557839,2450.676153572429,7.403011865239861
2020-05-07,5.617124302212871,0.32461790948049807,-0.07575814829895039,2453.6325538586475,7.3510373775283355
2020-05-08,5.620597686569659,0.32424747280633753,-0.0758040612831318,2488.56154838638,6.147665976468231
2020-05-12,5.623634285341321,0.32392421050074244,-0.07584495007918671,2502.127724528014,5.591731952787438
2020-05-13,5.6264876652348645,0.3236200963418564,-0.07588317327602881,2504.743413452926,4.001870451428502
2020-05-14,5.628587182508349,0.32339588017209003,-0.07591094423981914,2523.678255943828,2.640263032707879
2020-05-15,5.630027826808071,0.32324192811642316,-0.07592997811482426,2552.571055435875,1.6195022064553477
2020-05-18,5.630947261398495,0.3231437235141841,-0.0759422196237342,2563.271421606813,5.109820883154148
2020-05-19,5.6338515547915655,0.32283330718817266,-0.07598077423361013,2557.6918669289216,6.022153608988989
2020-05-20,5.637313933366193,0.32246220063864595,-0.0760258419830967,2556.312360442764,8.39011862854222
2020-05-21,5.642162441347373,0.3219413704765904,-0.07608798543110173,2553.344553133023,6.47485850133771
2020-05-22,5.6459935211811,0.3215288979874487,-0.0761362935383227,2542.190486937797,6.576592663738268
2020-05-25,5.649929855490377,0.3211037993313801,-0.0761847829923789,2542.878005770622,8.457031510806035
2020-05-26,5.655027541519865,0.3205523073019298,-0.07624678026577476,2531.772771788828,8.779114408996858
2020-05-27,5.660378031509441,0.31997173214418534,-0.07631031830944171,2516.5288262223976,8.920667684724659
2020-05-28,5.665879481862988,0.3193727188008203,-0.07637380907092822,2515.265196750701,10.524329744285655
2020-05-29,5.672422979368283,0.3186589225768012,-0.07644822462881937,2507.333650395661,9.07323800198827
2020-06-01,5.678150243112762,0.3180328407704076,-0.0765121871725284,2509.4544016627874,9.595137420216338
2020-06-02,5.684248811949202,0.31736556315408104,-0.07657981746811154,2510.824444549944,11.378157324785176
2020-06-03,5.691513966637286,0.31656964159276957,-0.07665957634986408,2497.634480269379,13.350453093306825
2020-06-04,5.699997841625005,0.31563800318060237,-0.07675070922510183,2486.491435688634,11.25153943005175
2020-06-05,5.7072556554334755,0.3148392437964594,-0.07682708423092266,2460.8118610837782,13.488562216618849
2020-06-08,5.715835606508886,0.3138919063878293,-0.07691446609713326,2447.127681739723,14.268659574478848
2020-06-09,5.724872540671963,0.312892077127166,-0.07700460664800167,2472.1253686623472,13.097015039849925
2020-06-10,5.733212617956952,0.3119716433729494,-0.07709001934556042,2490.7760327479114,11.819768754049376
2020-06-11,5.740793870127325,0.3111363099565231,-0.07716899698671086,2488.8783802398793,10.242429754062599
2020-06-15,5.7474137888796735,0.31040637297955864,-0.07723749592924511,2498.7989238257046,8.814677886809385
2020-06-16,5.7531629927508545,0.30977277932853825,-0.077297348552353,2503.6565328289216,9.771446840379983
2020-06-17,5.759486714634167,0.3090761152333815,-0.07736342417579346,2522.5027110584006,8.626245989257985
2020-06-18,5.765099682374192,0.30845880202069925,-0.07742310069762263,2520.21709329038,8.099020804716917
2020-06-19,5.770336040804136,0.3078828567854651,-0.07747870104541608,2533.2735368457434,8.89743882276941
2020-06-22,5.7760526474374085,0.3072548648409827,-0.0775401526100763,2515.152345348958,9.865710723642662
2020-06-23,5.782280575671621,0.30656959588913774,-0.07760599035151913,2516.3071328222964,10.955056462782409
2020-06-25,5.789128042819733,0.3058161754366592,-0.07767839218165853,2503.322515430543,10.28343263733169
2020-06-26,5.795533243877057,0.3051103379744253,-0.07774507625024875,2513.9267507434006,9.857616145073344
2020-06-29,5.801684514749009,0.3044330273961572,-0.07780966565519146,2505.592555807682,10.470874188391189
2020-06-30,5.808139274061197,0.3037217545665179,-0.07787688708555919,2480.1860409168044,10.604606055518806
2020-07-02,5.81456547388623,0.3030119737999129,-0.07794214545567768,2487.769004141204,12.100038040417305
2020-07-03,5.821806105841203,0.30221295433368467,-0.07801634423797923,2463.8741813607903,13.70954008912304
2020-07-06,5.82984871237478,0.3013232103524529,-0.07809656258730538,2471.733215101852,14.704126751121539
2020-07-07,5.8383847498542325,0.3003797724531583,-0.07818253471703974,2489.0127520521223,13.507252932741798
2020-07-08,5.846261258327271,0.299510737250885,-0.07826333307862603,2503.1507273536604,12.491428072208222
2020-07-09,5.853536376614412,0.29870941649077515,-0.07833924640473573,2509.2257694473815,10.88798919089642
2020-07-10,5.859876752011239,0.29801163690528226,-0.07840593803277,2509.007552552996,11.635375395739779
2020-07-13,5.866574653683229,0.29727460701152586,-0.07847645088392478,2522.885221358483,9.667692234931845
2020-07-14,5.87216330247301,0.29666064063379843,-0.07853623811802446,2526.465216314774,8.631616310289857
2020-07-15,5.877143682527306,0.29611378054013465,-0.0785897723299987,2524.3943237344174,8.854229870669661
2020-07-16,5.882193319828535,0.2955593898276693,-0.07864408167674806,2526.6290860184977,9.236849020418259
2020-07-17,5.887393959358301,0.2949888301616931,-0.0787003610766804,2532.2523459540935,9.577941725808682
2020-07-20,5.89274261431935,0.29440250113744,-0.07875867360685554,2542.795249323981,10.203131799345378
2020-07-21,5.89836772359824,0.29378691513294247,-0.07882096013158349,2551.340888238536,10.7539181857776
2020-07-22,5.904221745328914,0.29314722037274543,-0.07888663667470419,2547.8629517543295,11.255984080627401
2020-07-23,5.910250951520846,0.2924885386705294,-0.07895435192604161,2550.2239655636263,11.825080405035116
2020-07-24,5.916500493749458,0.29180629678965625,-0.0790249748139185,2550.9063896099956,12.239320567060808
2020-07-27,5.922872735614587,0.2911111677191828,-0.07909739263844794,2548.0733439225573,13.218091107179664
2020-07-28,5.929607334819898,0.2903769702007384,-0.07917424846650936,2545.598084697595,13.743407390407647
2020-07-29,5.936461218116991,0.28963039817469133,-0.07925292549443619,2546.1715892617362,14.619926336001466
2020-07-30,5.943547464014085,0.28885989215787894,-0.07933538128410221,2531.4170088837805,13.874165729457811
2020-07-31,5.950147964526289,0.2881417577030768,-0.0794115862326751,2535.909224066895,14.813652332974648
2020-08-03,5.9570003201201365,0.2873979828643446,-0.07949218158905849,2556.106866904864,14.626271613903175
