date,source,p_synthetic_raw,imoex,fair_value_A,fair_ext,dev_ext
2024-08-29,polymarket,0.065,2708.27,2567.9985519166003,2821.067249063079,-0.03998389230194388
2024-08-30,polymarket,0.085,2650.32,2550.655160685486,2809.029034402116,-0.056499606254833856
2024-09-02,polymarket,0.035,2545.07,2549.372189483395,2809.272040784069,-0.0940464422627898
2024-09-03,polymarket,0.035,2524.38,2544.330985131571,2805.9871387887747,-0.10035938329722083
2024-09-04,polymarket,0.0335,2605.15,2563.299342847617,2818.7813465306795,-0.07578854840713845
2024-09-05,polymarket,0.028,2621.62,2576.1707985176195,2827.6919004860506,-0.07287636267962194
2024-09-06,polymarket,0.027,2623.37,2569.749200383429,2823.7876691057463,-0.07097476602028507
2024-09-09,polymarket,0.0205,2703.17,2562.056335241012,2819.2153064573586,-0.04116227171140807
2024-09-10,polymarket,0.0205,2671.38,2555.312070842179,2815.134995772318,-0.05106504518902444
2024-09-11,polymarket,0.0265,2668.03,2566.4176892810938,2822.8048344490035,-0.054830157777880695
2024-09-12,polymarket,0.029,2615.0,2536.209397081532,2802.8643283837496,-0.06702583727699729
2024-09-13,polymarket,0.0275,2678.99,2521.4732695672496,2793.3903331474025,-0.040953937510947225
2024-09-16,polymarket,0.023,2744.2,2510.462466213093,2786.4597846025927,-0.015166120407016703
2024-09-17,polymarket,0.11,2774.04,2502.92605431334,2779.6670749680875,-0.002024370119271257
2024-09-18,polymarket,0.16,2751.73,2487.016278032421,2768.216062364869,-0.005955482517786104
2024-09-19,polymarket,0.115,2758.91,2479.2775035452505,2764.008290286056,-0.0018445278561477485
2024-09-20,polymarket,0.145,2782.35,2475.612649464186,2761.120674307979,0.007688662755510167
2024-09-23,polymarket,0.155,2819.87,2475.5385490846684,2761.0660850008016,0.02129753985920302
2024-09-24,polymarket,0.205,2871.96,2478.2890184044086,2762.0862028117194,0.03977927882063659
2024-09-25,polymarket,0.215,2830.11,2481.4162273625343,2764.092343496821,0.023884027123225904
2024-09-26,polymarket,0.205,2829.65,2477.0525685342,2761.684330057796,0.024610223986309743
2024-09-27,polymarket,0.18,2858.56,2463.0509987492924,2753.1903011001546,0.0382718546036358
2024-09-30,polymarket,0.185,2857.56,2451.61969922814,2745.8476582156195,0.04068410039068815
2024-10-01,polymarket,0.185,2814.19,2448.5951294273327,2744.047698507354,0.025561618892703697
2024-10-02,polymarket,0.195,2766.79,2437.741823998896,2736.691584939569,0.010998102682109767
2024-10-03,polymarket,0.185,2782.39,2421.4741137147707,2725.8856497711695,0.020728804318542737
2024-10-04,polymarket,0.18,2804.62,2419.7283969486675,2724.791495932733,0.029297105553370173
2024-10-07,polymarket,0.175,2793.84,2400.901468630352,2711.932496944705,0.030202633416419156
2024-10-08,polymarket,0.185,2788.37,2395.553644219049,2708.0963503096373,0.029642095149673864
2024-10-09,polymarket,0.175,2748.81,2391.966955267172,2705.858539175015,0.01587350565565071
2024-10-10,polymarket,0.185,2761.54,2395.82635633691,2708.2270830075636,0.019685541632362247
2024-10-11,polymarket,0.185,2754.52,2404.5010443116216,2713.8161927765523,0.014998734008511816
2024-10-14,polymarket,0.175,2773.36,2404.0221229741205,2713.6061633906083,0.022020084349576363
2024-10-15,polymarket,0.18,2805.79,2400.074911574716,2710.89951591908,0.0350033203088862
2024-10-16,polymarket,0.165,2783.46,2403.274243051603,2713.2673399923433,0.02587015992602293
2024-10-17,polymarket,0.155,2763.53,2398.652428518997,2710.1764027366685,0.019686392815410958
2024-10-18,polymarket,0.145,2751.9,2401.881374598209,2712.4594131817685,0.01454052607259726
2024-10-21,polymarket,0.145,2767.71,2398.070270428866,2709.7374533536076,0.021394156313795154
2024-10-22,polymarket,0.165,2755.19,2392.5015019540783,2705.239617643178,0.018464309790176436
2024-10-23,polymarket,0.165,2734.93,2397.1204844774406,2707.990290385694,0.009948229766536087
2024-10-24,polymarket,0.165,2718.42,2381.7092894497723,2697.203105633999,0.007866257576851554
2024-10-25,polymarket,0.17,2660.36,2351.25694854028,2675.8719155409344,-0.005796957414457737
2024-10-28,polymarket,0.145,2575.06,2324.110709560381,2657.409584421798,-0.030988668402697872
2024-10-29,polymarket,0.135,2599.66,2326.9609606393087,2659.5132405022737,-0.022505336537061216
2024-10-30,polymarket,0.135,2615.38,2336.9822058658497,2666.1264964621255,-0.019033791730986738
2024-10-31,polymarket,0.145,2560.2,2308.782877340225,2646.1113132966816,-0.03246700653331491
2024-11-01,polymarket,0.115,2574.71,2315.308649582085,2650.913708092652,-0.028746204699164335
2024-11-02,polymarket,0.115,2594.38,2316.671656132289,2651.575386322454,-0.02157034139684777
2024-11-05,polymarket,0.095,2616.51,2323.239405286165,2656.2028077416903,-0.01494344017181315
2024-11-06,polymarket,0.105,2662.87,2344.3373779091107,2670.267969840437,-0.00277049716507638
2024-11-07,polymarket,0.135,2690.63,2389.6699489045427,2700.3655517923685,-0.003605271806962018
2024-11-08,polymarket,0.14,2734.56,2392.669285090882,2702.2394034045806,0.011960671047390736
2024-11-11,polymarket,0.115,2785.31,2390.294770441265,2701.2389320733137,0.03112315128012688
2024-11-12,polymarket,0.085,2756.76,2408.616109999856,2714.3612698213105,0.01562014999627559
2024-11-13,polymarket,0.085,2763.99,2414.83297901233,2718.5880628851583,0.016700557813329686
2024-11-14,polymarket,0.085,2697.47,2418.4207135157703,2720.8397989445675,-0.00858918593944158
2024-11-15,polymarket,0.085,2739.21,2419.232034978561,2721.2268408114,0.006608474868356806
2024-11-18,polymarket,0.075,2720.77,2413.7682069610687,2717.7394887328087,0.0011150852683838863
2024-11-19,polymarket,0.065,2630.51,2372.359068329244,2689.517357327318,-0.02193975702241091
2024-11-20,polymarket,0.06,2596.89,2392.481815758269,2703.3748713093833,-0.03938960609551245
2024-11-21,polymarket,0.06,2568.6,2391.701839141131,2702.643674737936,-0.049597242874029224
2024-11-22,polymarket,0.06,2581.05,2400.1733350082563,2708.31025147126,-0.04698880100687397
2024-11-25,polymarket,0.052,2530.69,2388.9681833522945,2700.5985062064715,-0.06291513004098548
2024-11-26,polymarket,0.071,2464.35,2391.304020948509,2701.520864222689,-0.08779160929816854
2024-11-27,polymarket,0.058,2491.88,2398.221122794397,2706.1627179598245,-0.07918323482091727
2024-11-28,polymarket,0.0545,2547.88,2392.546663541209,2701.7278297797716,-0.05694423697457052
2024-11-29,polymarket,0.0545,2578.0,2386.677951592584,2696.9532589630753,-0.04410653338827619
2024-12-02,polymarket,0.0415,2586.74,2402.0438132531262,2706.885994982178,-0.04438531774330201
2024-12-03,polymarket,0.0385,2539.64,2407.2973480282,2709.633658516951,-0.06273676811720474
2024-12-04,polymarket,0.0425,2485.62,2405.1121098215,2707.257706639232,-0.08186797514536259
2024-12-05,polymarket,0.0365,2510.83,2408.969194533352,2709.21698818237,-0.07322668839289581
2024-12-06,polymarket,0.0295,2536.23,2428.9860518397686,2722.4778322038837,-0.06841114737493148
2024-12-09,polymarket,0.0695,2572.89,2414.183933614652,2711.047539631128,-0.05096094318210531
2024-12-10,polymarket,0.0845,2522.75,2414.0478846685587,2710.326681428277,-0.06920814480172865
2024-12-11,polymarket,0.0585,2512.54,2442.8227671576287,2729.908157028776,-0.07962471428539142
2024-12-12,polymarket,0.0535,2492.63,2418.472000632872,2712.868125362182,-0.08118276126406954
2024-12-13,polymarket,0.055,2485.2,2433.2879498962657,2722.212528998037,-0.08706613700190202
2024-12-16,polymarket,0.0465,2420.3,2412.261827274601,2707.5432298306687,-0.10608998839462036
2024-12-17,polymarket,0.046,2377.15,2400.253052016169,2698.972219021475,-0.1192388038503609
2024-12-18,polymarket,0.0305,2409.35,2415.381167738844,2709.165565877582,-0.11066712557320679
2024-12-19,polymarket,0.0365,2416.45,2404.7348614518246,2701.474645565725,-0.10550705927726267
2024-12-20,polymarket,0.028,2638.42,2533.615051448687,2787.9940481672074,-0.05364934271130728
2024-12-23,polymarket,0.0195,2702.48,2635.9183715957624,2855.3080530544794,-0.05352419081051196
2024-12-24,polymarket,0.0175,2690.96,2620.813716614892,2845.0117417873994,-0.054148016166223334
2024-12-25,polymarket,0.0155,2732.83,2621.8053815142466,2845.321719820935,-0.039535676769801076
2024-12-26,polymarket,0.0105,2766.57,2624.749734740485,2846.9687544817375,-0.02824012534565845
2024-12-27,polymarket,0.007,2757.45,2618.0106530016,2842.4356198545834,-0.029898872382879582
2024-12-28,polymarket,0.009,2786.67,2601.4583007594665,2831.3873816300306,-0.01579345232664231
2024-12-30,polymarket,0.635,2883.04,2630.6106804528863,2837.4167708573227,0.016079142694603865
2025-01-03,polymarket,0.64,2828.5,2627.5538220320323,2835.1643499736706,-0.0023506044627474854
2025-01-06,polymarket,0.595,2816.26,2636.5974532177734,2841.9244208940236,-0.009030648635599436
2025-01-08,polymarket,0.595,2840.79,2648.4312196547653,2849.3982223629414,-0.0030210667976773298
2025-01-09,polymarket,0.595,2773.12,2615.704745099644,2827.861645016238,-0.01935796438723003
2025-01-10,polymarket,0.59,2824.59,2616.248039960199,2828.027224207474,-0.0012154141155543696
2025-01-13,polymarket,0.565,2866.11,2622.737730445619,2832.641573084491,0.01181527067650312
2025-01-14,polymarket,0.575,2859.51,2620.263932512258,2830.5522837945687,0.010230412054643923
2025-01-15,polymarket,0.605,2842.96,2601.825643372241,2817.3676708102257,0.009083773287713814
2025-01-16,polymarket,0.605,2911.29,2606.5905206436782,2820.1138813594393,0.03233065134114699
2025-01-17,polymarket,0.61,2945.52,2598.551989221148,2814.457883334803,0.04656744641348265
2025-01-20,polymarket,0.62,2929.55,2616.5466338054284,2825.674195466452,0.036761423061514975
2025-01-21,polymarket,0.65,2934.71,2607.5489336725595,2818.879040093614,0.04109114235087552
2025-01-22,polymarket,0.64,2972.62,2608.8060839285604,2819.8481064879543,0.05417734847509892
2025-01-23,polymarket,0.655,2926.1,2602.83156165685,2815.681202208848,0.03921566038958191
2025-01-24,polymarket,0.65,2947.94,2603.0081599991786,2815.8652686094497,0.046903782245154346
2025-01-27,polymarket,0.64,2891.39,2621.5398730736374,2828.106610564007,0.02237659259364766
2025-01-28,polymarket,0.645,2931.97,2620.8034602492417,2827.479240347899,0.036955447156260535
2025-01-29,polymarket,0.625,2950.68,2610.6793358227624,2821.2028242211154,0.04589431666070687
2025-01-30,polymarket,0.625,2967.47,2601.85333491043,2815.478320575546,0.053984318868199654
2025-01-31,polymarket,0.635,2948.1,2595.149704459627,2810.8927010933257,0.04881271307627855
2025-02-03,polymarket,0.635,2926.17,2572.1572920215663,2795.8645312733083,0.04660650302228597
2025-02-04,polymarket,0.625,2917.71,2563.8871079885234,2790.5921260029754,0.045552294372412705
2025-02-05,polymarket,0.615,2930.56,2576.3197721478487,2799.1171658516228,0.04695867531089437
2025-02-06,polymarket,0.625,2970.12,2585.0077498828555,2804.764898968997,0.058955066462713424
2025-02-07,polymarket,0.615,2966.53,2588.030694992324,2807.2886795080967,0.05672424131308307
2025-02-10,polymarket,0.645,3012.39,2583.735623470862,2803.9543922732823,0.0743363045779537
2025-02-11,polymarket,0.615,3018.02,2572.37989583383,2797.116153017359,0.07897557158802404
2025-02-12,polymarket,0.645,3025.63,2579.5349539704584,2801.279313443727,0.08008865288069744
2025-02-13,polymarket,0.685,3206.97,2687.7710908415143,2871.071843403885,0.11699399211058426
2025-02-14,polymarket,0.685,3185.0,2625.7577059517985,2831.1616741039325,0.12497990811777226
2025-02-17,polymarket,0.74,3308.41,2629.9850493277177,2833.2644035185444,0.16770252571252664
2025-02-18,polymarket,0.735,3258.76,2637.6109549395005,2838.5378175560695,0.14804177694758858
2025-02-19,polymarket,0.71,3270.64,2632.228872778041,2835.8490477346,0.15331949795167343
2025-02-20,polymarket,0.67,3292.62,2641.6885976039243,2843.2531863229106,0.15804671066182507
2025-02-21,polymarket,0.665,3283.29,2633.043279681825,2838.4688935582426,0.15671163684451694
2025-02-24,polymarket,0.695,3303.63,2625.9740581387646,2833.8625625864515,0.16576930851042904
2025-02-25,polymarket,0.725,3326.14,2628.7594565241006,2835.639102419744,0.17297719486294816
2025-02-26,polymarket,0.735,3276.0,2639.9743947254547,2843.5617024692497,0.15207628417390628
2025-02-27,polymarket,0.705,3232.65,2633.483253473989,2840.8427748028976,0.1379193627582176
2025-02-28,polymarket,0.705,3200.48,2621.352496555068,2833.9741045917426,0.1293257742949827
2025-03-03,polymarket,0.595,3145.73,2625.542605856524,2840.0557168718483,0.1076296782884365
2025-03-04,polymarket,0.645,3241.63,2639.774636879395,2849.486177767583,0.13761913473805332
2025-03-05,polymarket,0.705,3263.62,2679.7152934279266,2875.5428299144255,0.13495788205565473
2025-03-06,polymarket,0.735,3207.7,2705.598136119397,2892.768575841712,0.10886851675186349
2025-03-07,polymarket,0.71,3166.88,2708.1672606297693,2895.994165893458,0.09353811457799321
2025-03-10,polymarket,0.72,3200.81,2734.6670226304423,2913.730881366667,0.09852629852304018
2025-03-11,polymarket,0.715,3200.95,2702.817029116607,2894.226018365227,0.10597789519148293
2025-03-12,polymarket,0.775,3183.97,2709.365480305028,2898.032492172316,0.09866608072891214
2025-03-13,polymarket,0.76,3121.57,2693.168098931112,2888.8882126648537,0.0805437144694876
2025-03-14,polymarket,0.735,3195.08,2712.9246350213502,2903.373512778089,0.1004715672778842
2025-03-17,polymarket,0.735,3245.19,2723.6238865539085,2911.4944951653824,0.11461313266733919
2025-03-18,polymarket,0.75,3257.49,2731.085676720283,2917.2535467565954,0.11662903062425944
2025-03-19,polymarket,0.735,3229.79,2716.8420583410807,2909.7643781371253,0.1099833458225783
2025-03-20,polymarket,0.695,3223.14,2701.697388608086,2901.997512343776,0.11066256476452163
2025-03-21,polymarket,0.695,3191.61,2680.926416414449,2889.4567401197983,0.10457095816138584
2025-03-24,polymarket,0.705,3178.66,2648.9471629618297,2869.452394277178,0.10775840238350143
2025-03-25,polymarket,0.68,3164.62,2637.474412267092,2863.563505698993,0.10513351413434746
2025-03-26,polymarket,0.655,3146.31,2620.0961572213964,2853.6156823232145,0.10256963454815837
2025-03-27,polymarket,0.635,3083.99,2604.1950008438234,2844.417596642338,0.08422546803270459
2025-03-28,polymarket,0.605,3025.65,2595.847069045902,2840.419873643352,0.06521223431627976
2025-03-31,polymarket,0.535,3013.36,2575.430821885603,2829.1937208090408,0.06509496957963523
2025-04-01,polymarket,0.495,2964.43,2588.6042029814066,2839.5292681277947,0.04398642171931422
2025-04-02,polymarket,0.49,2926.39,2571.4163608512,2829.1893274877357,0.03435636900220329
2025-04-03,polymarket,0.45,2859.58,2533.1466325597603,2805.7649544704814,0.01918016883195217
2025-04-04,polymarket,0.455,2781.97,2509.4597365281866,2791.367343816981,-0.003366573675011475
2025-04-07,polymarket,0.435,2729.89,2484.2877191144003,2776.559487701322,-0.016808387469471775
2025-04-08,polymarket,0.465,2746.41,2494.432209965585,2784.4308805354535,-0.013654812120221238
2025-04-09,polymarket,0.48,2650.69,2450.085278716681,2756.093041981201,-0.03824364430942173
2025-04-10,polymarket,0.475,2764.28,2466.104935201952,2768.9432628743157,-0.0016841308873460914
2025-04-11,polymarket,0.435,2829.92,2484.257492352448,2783.898196143036,0.016531424863425404
2025-04-14,polymarket,0.425,2819.69,2480.938873863756,2783.812332497001,0.012887961980834195
2025-04-15,polymarket,0.435,2805.55,2459.2073456040616,2770.859713640186,0.012519683399720094
2025-04-16,polymarket,0.44,2861.83,2461.164379872173,2774.0765799602477,0.03163338051792697
2025-04-17,polymarket,0.445,2865.32,2453.949224207426,2770.889928242058,0.03407932981944595
2025-04-18,polymarket,0.485,2872.77,2433.4963195226346,2757.892820119685,0.04165396821886991
2025-04-21,polymarket,0.51,2922.46,2432.3645491452253,2758.30292261605,0.059513795978673345
2025-04-22,polymarket,0.525,2954.49,2428.0448966996846,2756.650936267338,0.07176790544273537
2025-04-23,polymarket,0.615,2943.23,2415.8967428028614,2748.073433649646,0.07101577561963879
2025-04-24,polymarket,0.585,2944.43,2414.5505032960045,2749.2994838951013,0.0709746309006849
2025-04-25,polymarket,0.605,3006.14,2415.728548167673,2751.1023211769493,0.09270381434375108
2025-04-28,polymarket,0.61,3034.3,2400.2589929995934,2741.703808170638,0.10672056950768627
2025-04-29,polymarket,0.62,2957.66,2373.0581723629384,2724.139083390949,0.08572283186010066
2025-04-30,polymarket,0.575,2918.47,2370.58318144207,2724.9117186315375,0.0710328632098467
2025-05-02,polymarket,0.565,2836.7,2336.078525927659,2702.6741548979335,0.049590086492364405
2025-05-05,polymarket,0.5,2738.8,2322.13431711427,2696.0342489729746,0.01586246578407402
2025-05-06,polymarket,0.5,2820.07,2312.7130243333504,2691.0343636795333,0.0479502001394112
2025-05-07,polymarket,0.48,2833.09,2329.7068037490776,2704.978991471427,0.047361184294775205
2025-05-08,polymarket,0.46,2850.93,2332.8212543860964,2709.0567266692483,0.05236998986919805
2025-05-12,polymarket,0.565,2930.17,2325.7998414336653,2703.5173219352223,0.08383622188243867
2025-05-13,polymarket,0.565,2935.53,2304.1152287907707,2689.774227745658,0.09136669156812971
2025-05-14,polymarket,0.58,2924.21,2312.057421622788,2696.4355224264823,0.08447243617698175
2025-05-15,polymarket,0.545,2840.05,2296.932553643109,2687.674562563714,0.05669415470113259
2025-05-16,polymarket,0.545,2840.34,2294.5164321969005,2687.3635835984046,0.05692434672228419
2025-05-19,polymarket,0.505,2882.63,2297.429637882149,2691.376257463994,0.07106168897997889
2025-05-20,polymarket,0.49,2823.42,2288.8225876759875,2686.8578209073094,0.05082597896697627
2025-05-21,polymarket,0.49,2809.58,2286.120021142958,2686.222333126524,0.045922359200214924
2025-05-22,polymarket,0.435,2792.16,2286.97252167672,2689.1509480714903,0.03830541829657497
2025-05-23,polymarket,0.415,2770.1,2290.6971093553334,2693.3594905781415,0.028492486684496
2025-05-26,polymarket,0.415,2699.84,2262.922034899337,2674.682691485524,0.009405717020026572
2025-05-27,polymarket,0.385,2736.75,2254.8485953231125,2670.6885670851966,0.02473573060107981
2025-05-28,polymarket,0.385,2785.2,2263.179449622396,2677.699763842364,0.04014648602850768
2025-05-29,polymarket,0.405,2809.94,2270.832545253485,2683.803809364466,0.046999035546269496
2025-05-30,polymarket,0.405,2828.83,2281.188085075758,2692.367293507383,0.050685026081580986
2025-06-02,polymarket,0.39,2829.67,2281.790506603271,2694.211128275412,0.05027774932074314
2025-06-03,polymarket,0.38,2834.06,2291.568732736708,2702.3345767289247,0.0487450460077834
2025-06-04,polymarket,0.315,2836.64,2298.963936327142,2709.8243750904544,0.046798466378586756
2025-06-05,polymarket,0.295,2856.61,2291.609326934413,2706.00411876278,0.0556561906883124
2025-06-06,polymarket,0.265,2786.16,2270.6159877334107,2692.492869431628,0.034788255757997266
2025-06-09,polymarket,0.245,2737.76,2272.965787421884,2695.493914947501,0.01568027470517319
2025-06-10,polymarket,0.245,2722.37,2285.763647271448,2705.4948862459264,0.006237348235201834
2025-06-11,polymarket,0.245,2733.2,2290.9570992477643,2710.070327664539,0.008534712955362123
2025-06-13,polymarket,0.225,2750.32,2286.5804339075084,2707.732862423808,0.01572796865126147
2025-06-16,polymarket,0.255,2737.83,2272.5098867263223,2697.563246383035,0.014927084164182425
2025-06-17,polymarket,0.245,2788.94,2267.062461820832,2694.1256350791364,0.03519300053654639
2025-06-18,polymarket,0.235,2791.83,2284.2311310877426,2706.712556181591,0.031446798302988466
2025-06-19,polymarket,0.255,2783.81,2293.5855785922768,2712.8038425392924,0.02617445328971635
2025-06-20,polymarket,0.24,2751.04,2295.942951810859,2714.8223517490114,0.013340706520872603
2025-06-23,polymarket,0.235,2759.67,2289.558412336559,2710.642018397305,0.018087221134306608
2025-06-24,polymarket,0.225,2744.95,2283.784389913472,2707.4021183209193,0.013868601721552576
2025-06-25,polymarket,0.245,2790.78,2296.140714507076,2716.617766731027,0.027299472961267668
2025-06-26,polymarket,0.245,2797.27,2295.720212761265,2717.12530067228,0.02949613671032769
2025-06-27,polymarket,0.245,2806.11,2306.660010605616,2725.850815792883,0.029443718541791064
2025-06-30,polymarket,0.26,2847.38,2309.5440405219865,2728.4389914345707,0.04359306143139818
2025-07-01,polymarket,0.235,2848.44,2304.753144995864,2726.3560114384554,0.04477918072670617
2025-07-02,polymarket,0.225,2815.26,2307.638650318523,2729.6264968634605,0.03137187568883104
2025-07-03,polymarket,0.225,2823.34,2300.395319747801,2725.2689725092496,0.03598581588827665
2025-07-04,polymarket,0.235,2801.65,2296.921467665336,2723.1435741477844,0.028829337754174178
2025-07-07,polymarket,0.225,2756.14,2291.257120777887,2719.4138226094074,0.013505181552453838
2025-07-08,polymarket,0.225,2755.58,2292.8254965746023,2720.562788399345,0.012871311682263187
2025-07-09,polymarket,0.225,2696.45,2275.5935963921424,2708.468506343033,-0.0044373808722112384
2025-07-10,polymarket,0.225,2732.45,2283.665163685883,2714.332470354791,0.006674764364013486
2025-07-11,polymarket,0.22,2642.02,2282.086271544625,2713.4563796726566,-0.026326710172239642
2025-07-14,polymarket,0.195,2714.14,2285.1700908285934,2716.405475324513,-0.0008339974812643369
2025-07-15,polymarket,0.235,2756.95,2303.9189324232566,2729.3641418645398,0.010107064027233381
2025-07-16,polymarket,0.225,2777.16,2314.1253780503266,2737.036873411735,0.014659329941087318
2025-07-17,polymarket,0.225,2761.48,2316.190837969537,2738.6157464907787,0.008348835917751263
2025-07-18,polymarket,0.215,2784.63,2324.152165624461,2744.6185639999894,0.014578140847993915
2025-07-21,polymarket,0.225,2821.78,2322.9717834841845,2743.8265110372654,0.028410502139679883
2025-07-22,polymarket,0.255,2825.61,2319.6265888635166,2741.004382259712,0.030866648111864015
2025-07-23,polymarket,0.255,2841.16,2321.2368577064944,2742.355045268336,0.03602923512844991
2025-07-24,polymarket,0.225,2807.69,2323.826548490207,2744.980502438531,0.022845152271850466
2025-07-25,polymarket,0.225,2772.39,2328.6903071551333,2748.6872986991207,0.008623280397190625
2025-07-28,polymarket,0.195,2730.98,2327.769026066838,2748.829645687471,-0.006493543794346968
2025-07-29,polymarket,0.205,2758.28,2336.594528146753,2755.0459579594262,0.0011738613765155392
2025-07-30,polymarket,0.215,2726.24,2334.66123911727,2753.1492357987386,-0.009773983716117707
2025-07-31,polymarket,0.215,2732.12,2337.161842515185,2754.5814830651566,-0.008154227131507041
2025-08-01,polymarket,0.235,2727.98,2333.954537894605,2751.66498727423,-0.008607511228208131
2025-08-04,polymarket,0.195,2773.85,2337.7448548511798,2754.9118511714596,0.006874321158583552
2025-08-05,polymarket,0.205,2786.37,2343.370188367744,2758.613442697144,0.010061778454801606
2025-08-06,polymarket,0.205,2764.62,2339.028790365964,2755.351697236721,0.003363745823291353
2025-08-07,polymarket,0.265,2876.43,2360.560394121661,2769.4388978840516,0.03863277221883932
2025-08-08,polymarket,0.295,2924.63,2370.95959043101,2776.3823845494526,0.05339596457445639
2025-08-11,polymarket,0.37,2964.15,2374.3831870848403,2777.4751666995135,0.06721026187330881
2025-08-12,polymarket,0.35,2977.18,2376.821834633377,2779.8264399083782,0.07099492157435772
2025-08-13,polymarket,0.375,2973.02,2367.8588401134434,2773.217630762582,0.0720471293060676
2025-08-14,polymarket,0.39,2977.34,2370.104547980892,2774.394958057772,0.07314929741809406
2025-08-15,polymarket,0.345,3012.09,2387.2432308055936,2787.4855256443093,0.08057601457994124
2025-08-18,polymarket,0.335,2951.26,2380.612411451473,2783.1149145339655,0.060416149037881395
2025-08-19,polymarket,0.39,2965.66,2387.9955615111858,2787.3084591474885,0.06398701236929516
2025-08-20,polymarket,0.38,2940.78,2370.70878400102,2775.2649600720824,0.05963936500088951
2025-08-21,polymarket,0.315,2883.5,2357.1727858677064,2766.9229656754487,0.04213237439955009
2025-08-22,polymarket,0.25,2896.76,2362.239030599883,2771.860679837842,0.045059739499412776
2025-08-25,polymarket,0.245,2887.24,2356.2624288769634,2767.704586024276,0.04318936875681256
2025-08-26,polymarket,0.235,2885.87,2346.0434511472986,2760.6189551266784,0.04537063858114898
2025-08-27,polymarket,0.235,2911.48,2349.766419677353,2763.2065996474457,0.053659903813009224
2025-08-28,polymarket,0.255,2912.72,2346.229506332716,2760.1251725474003,0.05528547363370673
2025-08-29,polymarket,0.255,2899.38,2338.724189392971,2754.7377255306637,0.052506731631401626
2025-09-01,polymarket,0.245,2886.97,2342.051186596869,2757.329805948992,0.047016571529204354
2025-09-02,polymarket,0.185,2845.39,2337.7858718576117,2755.498366622792,0.03262264077745791
2025-09-03,polymarket,0.205,2867.55,2352.733910830351,2765.65876458151,0.036841578839502453
2025-09-04,polymarket,0.195,2873.7,2365.420853618966,2774.927041275376,0.035594794838003097
2025-09-05,polymarket,0.205,2901.45,2364.70378844196,2774.183767252333,0.04587519913063165
2025-09-08,polymarket,0.145,2921.62,2372.5427755802184,2780.954679812449,0.05058166578861245
2025-09-09,polymarket,0.165,2935.96,2362.1932290243603,2773.0128806336825,0.05876176072037609
2025-09-10,polymarket,0.155,2914.26,2358.703140252635,2770.9278715169994,0.05172712359507603
2025-09-11,polymarket,0.14,2908.14,2351.5966387955104,2766.2247365675385,0.051302868330415086
2025-09-12,polymarket,0.145,2839.73,2332.46108552835,2752.7309950788313,0.031604615589645446
2025-09-15,polymarket,0.145,2809.85,2325.973537811348,2748.3909699320075,0.02236182214989335
2025-09-16,polymarket,0.155,2802.77,2317.620779762286,2742.7306271850475,0.02189036437623937
2025-09-17,polymarket,0.155,2814.04,2320.481204968363,2745.2544983644693,0.02505614749980767
2025-09-18,polymarket,0.145,2793.58,2310.0197897596013,2738.3885887996594,0.0201547039109351
2025-09-19,polymarket,0.145,2748.06,2292.29931516007,2725.4931717183485,0.008279906372843149
2025-09-22,polymarket,0.135,2741.06,2293.910977159434,2726.6854637635624,0.005271798462810784
2025-09-23,polymarket,0.135,2758.65,2293.4099584679525,2726.072382208471,0.0119503862054966
2025-09-24,polymarket,0.105,2723.58,2282.710610731034,2718.7515603496004,0.0017759767831742046
2025-09-25,polymarket,0.105,2708.68,2277.588332458309,2714.726416523029,-0.002227265512365406
2025-09-26,polymarket,0.105,2725.97,2277.595147058906,2714.3708933412126,0.004273220983632475
2025-09-29,polymarket,0.125,2684.09,2263.622465021219,2703.680704928373,-0.007245938802115992
2025-09-30,polymarket,0.115,2684.6,2260.7421348730404,2701.70442496397,-0.006330975663334404
2025-10-01,polymarket,0.115,2647.25,2258.366972156268,2699.964755420413,-0.019524238349624246
2025-10-02,polymarket,0.105,2632.07,2248.7911539626098,2693.341640506951,-0.02274930130862196
2025-10-03,polymarket,0.095,2604.55,2251.488251238876,2695.6211088652276,-0.033784832952122645
2025-10-06,polymarket,0.095,2648.5,2249.732700243222,2694.373255793419,-0.01702557568621299
2025-10-07,polymarket,0.095,2668.6,2250.070702724594,2694.5449136760485,-0.009628681097266667
2025-10-08,polymarket,0.085,2562.51,2233.7409049330245,2682.881112149012,-0.04486636087001017
2025-10-09,polymarket,0.105,2638.37,2242.0071952201297,2688.4706185882296,-0.018635360283215108
2025-10-10,polymarket,0.115,2588.56,2234.1790698086875,2682.692526478117,-0.03508882421262638
2025-10-13,polymarket,0.105,2576.38,2227.044121086751,2677.835341152814,-0.03788707229068733
2025-10-14,polymarket,0.115,2541.49,2207.0738981437826,2663.3773252346623,-0.04576419723927905
2025-10-15,polymarket,0.115,2545.22,2203.635782680147,2661.2651603180007,-0.04360526040333923
2025-10-16,polymarket,0.12,2607.78,2230.096834095056,2680.869141851364,-0.02726322620912769
2025-10-17,polymarket,0.18,2721.14,2243.042744151934,2689.4767297517437,0.011773022572751035
2025-10-20,polymarket,0.165,2744.83,2230.5862632681,2681.1218772278985,0.02376174067773884
2025-10-21,polymarket,0.155,2632.42,2204.9268155949835,2662.90707989709,-0.011448795989632665
2025-10-22,polymarket,0.155,2653.0,2214.2886314894004,2669.989891850536,-0.00636327946498727
