date,cnyrub,cnyrub_numtrades,cnyrub_wap
2019-12-25,8.8101,248,8.8334
2019-12-26,8.9,379,8.8316
2019-12-27,8.8722,309,8.8627
2019-12-30,8.868,372,8.8631
2020-01-03,8.884,86,8.9033
2020-01-06,8.868,89,8.898
2020-01-08,8.8761,98,8.908
2020-01-09,8.8586,290,8.837
2020-01-10,8.844,254,8.8537
2020-01-13,8.8901,255,8.8519
2020-01-14,8.9242,224,8.9184
2020-01-15,8.9259,233,8.9203
2020-01-16,8.9719,179,8.9481
2020-01-17,8.9621,151,8.9578
2020-01-20,8.9759,303,8.968
2020-01-21,8.94,196,8.9576
2020-01-22,8.9537,259,8.9687
2020-01-23,8.9416,197,8.9443
2020-01-24,8.968,150,8.924
2020-01-27,9.012,98,8.9612
2020-01-28,8.9461,162,9.0262
2020-01-29,8.99,205,8.9915
2020-01-30,9.078,237,9.0173
2020-01-31,9.118,316,9.0571
2020-02-03,9.0659,146,9.0984
2020-02-04,8.9921,226,9.0812
2020-02-05,9.028,190,8.9976
2020-02-06,9.0641,114,9.0435
2020-02-07,9.1275,92,9.0996
2020-02-10,9.186,131,9.142
2020-02-11,9.0875,148,9.1374
2020-02-12,9.0599,129,9.0503
2020-02-13,9.08,108,9.1074
2020-02-14,9.094,157,9.0886
2020-02-17,9.0801,126,9.0742
2020-02-18,9.13,142,9.1045
2020-02-19,9.06,173,9.0938
2020-02-20,9.1205,294,9.072
2020-02-21,9.1059,106,9.1363
2020-02-25,9.2901,208,9.2888
2020-02-26,9.31,407,9.3224
2020-02-27,9.401,224,9.3683
2020-02-28,9.578,210,9.5993
2020-03-02,9.5572,194,9.566
2020-03-03,9.486,229,9.5141
2020-03-04,9.574,211,9.5217
2020-03-05,9.733,165,9.5793
2020-03-06,9.8262,175,9.7666
2020-03-10,10.278,232,10.341
2020-03-11,10.438,151,10.2862
2020-03-12,10.6059,208,10.6132
2020-03-13,10.3,197,10.4145
2020-03-16,10.668,190,10.6438
2020-03-17,10.732,204,10.6011
2020-03-18,11.53,224,11.0929
2020-03-19,11.0699,381,11.2406
2020-03-20,11.192,261,11.0877
2020-03-23,11.168,439,11.317
2020-03-24,11.057,209,11.1128
2020-03-25,10.962,294,10.9325
2020-03-26,10.98,400,11.0168
2020-03-27,11.136,312,10.9834
2020-03-30,11.158,311,11.2261
2020-03-31,11.053,252,11.0376
2020-04-01,11.07,218,11.1286
2020-04-02,10.889,686,10.992
2020-04-03,10.75,386,10.8469
2020-04-06,10.715,378,10.7469
2020-04-07,10.723,337,10.6951
2020-04-08,10.6,294,10.6978
2020-04-09,10.554,436,10.5097
2020-04-10,10.4925,395,10.4884
2020-04-13,10.428,302,10.4341
2020-04-14,10.383,321,10.3923
2020-04-15,10.58,439,10.4879
2020-04-16,10.468,450,10.5299
2020-04-17,10.435,267,10.4571
2020-04-20,10.65,404,10.5238
2020-04-21,10.888,634,10.7981
2020-04-22,10.682,407,10.8343
2020-04-23,10.555,332,10.5891
2020-04-24,10.529,333,10.5332
2020-04-27,10.54,301,10.5066
2020-04-28,10.475,271,10.4847
2020-04-29,10.339,366,10.403
2020-04-30,10.478,318,10.3291
2020-05-04,10.5119,164,10.5794
2020-05-05,10.396,141,10.4164
2020-05-06,10.45,220,10.4764
2020-05-07,10.4479,390,10.408
2020-05-08,10.362,394,10.4053
2020-05-12,10.379,271,10.322
2020-05-13,10.419,393,10.3545
2020-05-14,10.3519,566,10.4061
2020-05-15,10.312,385,10.2992
2020-05-18,10.22,568,10.2253
2020-05-19,10.19,502,10.1715
2020-05-20,10.02,487,10.146
2020-05-21,9.959,304,9.9727
2020-05-22,10.025,463,10.0528
2020-05-25,10.0355,299,10.01
2020-05-26,9.9021,442,9.9513
2020-05-27,9.89,469,9.912
2020-05-28,9.842,422,9.909
2020-05-29,9.8551,413,9.8702
2020-06-01,9.7069,497,9.7581
2020-06-02,9.6632,507,9.6832
2020-06-03,9.636,361,9.6271
2020-06-04,9.7281,361,9.697
2020-06-05,9.72,277,9.6865
2020-06-08,9.6783,276,9.6551
2020-06-09,9.6926,359,9.713
2020-06-10,9.7249,300,9.7278
2020-06-11,9.906,319,9.7714
2020-06-15,9.854,260,9.9158
2020-06-16,9.8329,275,9.8424
2020-06-17,9.876,244,9.831
2020-06-18,9.8621,318,9.8358
2020-06-19,9.804,240,9.8287
2020-06-22,9.78,279,9.8216
2020-06-23,9.758,347,9.7443
2020-06-25,9.764,364,9.7942
2020-06-26,9.8436,262,9.7834
2020-06-29,9.8958,298,9.8926
2020-06-30,10.0849,306,10.02
2020-07-02,9.9899,331,9.9594
2020-07-03,10.0941,294,10.0272
2020-07-06,10.25,339,10.2119
2020-07-07,10.1841,289,10.2355
2020-07-08,10.1809,280,10.1525
2020-07-09,10.1281,239,10.1287
2020-07-10,10.09,226,10.1526
2020-07-13,10.131,275,10.1172
2020-07-14,10.11,216,10.1352
2020-07-15,10.1595,225,10.1343
2020-07-16,10.233,239,10.1765
2020-07-17,10.2867,238,10.262
2020-07-20,10.2091,278,10.2533
2020-07-21,10.1433,294,10.1425
2020-07-22,10.129,464,10.1436
2020-07-23,10.1979,283,10.1651
2020-07-24,10.2099,196,10.2018
2020-07-27,10.233,291,10.2118
2020-07-28,10.358,257,10.2983
2020-07-29,10.3859,244,10.3306
2020-07-30,10.457,344,10.4808
2020-07-31,10.638,385,10.5695
2020-08-03,10.475,346,10.5843
2020-08-04,10.556,255,10.5387
2020-08-05,10.5043,262,10.5323
2020-08-06,10.5501,272,10.5446
2020-08-07,10.588,230,10.5798
2020-08-10,10.5461,280,10.5727
2020-08-11,10.5405,269,10.5056
2020-08-12,10.616,250,10.5523
2020-08-13,10.492,315,10.5842
2020-08-14,10.49,227,10.5496
2020-08-17,10.638,253,10.5787
2020-08-18,10.5999,251,10.6027
2020-08-19,10.59,328,10.6206
2020-08-20,10.692,320,10.6792
2020-08-21,10.8089,305,10.7832
2020-08-24,10.7939,308,10.7584
2020-08-25,10.908,318,10.8101
2020-08-26,10.963,451,10.9957
2020-08-27,10.868,361,10.9272
2020-08-28,10.7989,297,10.8485
2020-08-31,10.8041,303,10.7795
2020-09-01,10.77,341,10.7836
2020-09-02,11.029,323,10.8915
2020-09-03,11.001,273,11.0179
2020-09-04,11.029,308,10.9747
2020-09-07,11.092,324,11.089
2020-09-08,11.144,338,11.1374
2020-09-09,11.0349,313,11.0856
2020-09-10,11.0,378,10.9973
2020-09-11,10.9761,280,10.9506
2020-09-14,11.0431,277,11.007
2020-09-15,11.07,269,11.0866
2020-09-16,11.125,303,11.0805
2020-09-17,11.131,264,11.1088
2020-09-18,11.164,272,11.1198
2020-09-21,11.2,375,11.2313
2020-09-22,11.218,330,11.2109
2020-09-23,11.283,327,11.2502
2020-09-24,11.298,306,11.2988
2020-09-25,11.465,399,11.3045
2020-09-28,11.614,456,11.5423
2020-09-29,11.6219,499,11.6436
2020-09-30,11.4625,331,11.5201
2020-10-01,11.48,250,11.4752
2020-10-02,11.594,256,11.5951
2020-10-05,11.64,316,11.6518
2020-10-06,11.63,289,11.6342
2020-10-07,11.601,272,11.6124
2020-10-08,11.477,353,11.5501
2020-10-09,11.489,357,11.5054
2020-10-12,11.437,413,11.4466
2020-10-13,11.434,310,11.4536
2020-10-14,11.575,308,11.4813
2020-10-15,11.64,325,11.6081
2020-10-16,11.645,280,11.6495
2020-10-19,11.633,332,11.6347
2020-10-20,11.62,348,11.6593
2020-10-21,11.561,414,11.5993
2020-10-22,11.486,757,11.5571
2020-10-23,11.425,619,11.4638
2020-10-26,11.428,416,11.4199
2020-10-27,11.522,458,11.4166
2020-10-28,11.786,451,11.6055
2020-10-29,11.769,387,11.805
2020-10-30,11.88,389,11.8383
2020-11-02,12.043,616,12.0328
2020-11-03,11.868,465,11.9069
2020-11-05,11.666,567,11.7547
2020-11-06,11.744,518,11.7117
2020-11-09,11.539,1081,11.7094
2020-11-10,11.605,749,11.5718
2020-11-11,11.652,476,11.5401
2020-11-12,11.704,365,11.6322
2020-11-13,11.725,331,11.6988
2020-11-16,11.604,429,11.6617
2020-11-17,11.658,312,11.6571
2020-11-18,11.58,533,11.6037
2020-11-19,11.588,361,11.6088
2020-11-20,11.635,324,11.5883
2020-11-23,11.583,530,11.564
2020-11-24,11.476,500,11.5423
2020-11-25,11.52,394,11.5049
2020-11-26,11.526,529,11.4985
2020-11-27,11.55,307,11.5522
2020-11-30,11.6029,369,11.574
2020-12-01,11.587,359,11.6147
2020-12-02,11.482,441,11.5423
2020-12-03,11.392,602,11.4718
2020-12-04,11.3716,1198,11.3851
2020-12-07,11.2972,1052,11.3687
2020-12-08,11.279,1093,11.2886
2020-12-09,11.3142,391,11.2775
2020-12-10,11.166,453,11.2411
2020-12-11,11.15,546,11.1974
2020-12-14,11.3089,441,11.1967
2020-12-15,11.2658,301,11.2473
2020-12-16,11.2587,312,11.2784
2020-12-17,11.196,331,11.1984
2020-12-18,11.2517,383,11.2715
2020-12-21,11.422,560,11.469
2020-12-22,11.6046,423,11.5145
2020-12-23,11.508,437,11.5542
2020-12-24,11.333,583,11.4442
2020-12-25,11.393,465,11.3738
2020-12-28,11.2956,583,11.3068
2020-12-29,11.372,555,11.2999
2020-12-30,11.448,396,11.3811
2021-01-04,11.502,335,11.4212
2021-01-05,11.51,358,11.5797
2021-01-06,11.464,286,11.4478
2021-01-08,11.468,283,11.4842
2021-01-11,11.53,418,11.5182
2021-01-12,11.41,461,11.4843
2021-01-13,11.394,366,11.417
2021-01-14,11.335,369,11.3735
2021-01-15,11.347,348,11.3573
2021-01-18,11.3915,291,11.3989
2021-01-19,11.374,285,11.3793
2021-01-20,11.381,276,11.3603
2021-01-21,11.4235,359,11.3819
2021-01-22,11.581,491,11.4975
2021-01-25,11.6205,531,11.5783
2021-01-26,11.605,505,11.6561
2021-01-27,11.683,489,11.6054
2021-01-28,11.749,952,11.7331
2021-01-29,11.75,727,11.7815
2021-02-01,11.762,412,11.6941
2021-02-02,11.812,345,11.7324
2021-02-03,11.75,284,11.7719
2021-02-04,11.675,281,11.6981
2021-02-05,11.568,378,11.5724
2021-02-08,11.53,286,11.5325
2021-02-09,11.5161,288,11.5233
2021-02-10,11.51,355,11.5037
2021-02-11,11.478,272,11.4922
2021-02-12,11.488,361,11.5304
2021-02-15,11.4621,328,11.4494
2021-02-16,11.458,319,11.4427
2021-02-17,11.451,309,11.4583
2021-02-18,11.434,438,11.4213
2021-02-19,11.467,372,11.4659
2021-02-20,11.4701,249,11.5093
2021-02-22,11.4861,196,11.5752
2021-02-24,11.405,395,11.4224
2021-02-25,11.517,539,11.4229
2021-02-26,11.506,509,11.5006
2021-03-01,11.47,405,11.4541
2021-03-02,11.3945,646,11.4458
2021-03-03,11.435,394,11.3908
2021-03-04,11.508,420,11.3932
2021-03-05,11.387,857,11.4836
2021-03-09,11.348,652,11.3622
2021-03-10,11.338,345,11.3583
2021-03-11,11.323,395,11.3421
2021-03-12,11.2904,355,11.3032
2021-03-15,11.22,403,11.246
2021-03-16,11.2125,412,11.2078
2021-03-17,11.364,313,11.2931
2021-03-18,11.4315,282,11.3479
2021-03-19,11.4005,281,11.3796
2021-03-22,11.5165,364,11.4621
2021-03-23,11.71,589,11.6284
2021-03-24,11.7235,444,11.6837
2021-03-25,11.63,341,11.6589
2021-03-26,11.568,269,11.5947
2021-03-29,11.516,313,11.5616
2021-03-30,11.5326,425,11.5295
2021-03-31,11.54,334,11.5303
2021-04-01,11.606,350,11.5484
2021-04-02,11.64,338,11.5948
2021-04-05,11.6534,335,11.633
2021-04-06,11.802,444,11.6884
2021-04-07,11.75,515,11.8592
2021-04-08,11.7235,432,11.7566
2021-04-09,11.7935,477,11.7542
2021-04-12,11.812,345,11.8008
2021-04-13,11.6155,457,11.7365
2021-04-14,11.608,395,11.5819
2021-04-15,11.7,483,11.7529
2021-04-16,11.611,504,11.5952
2021-04-19,11.7269,344,11.7035
2021-04-20,11.8145,406,11.7858
2021-04-21,11.796,319,11.8176
2021-04-22,11.616,418,11.708
2021-04-23,11.56,488,11.5613
2021-04-26,11.59,387,11.5625
2021-04-27,11.566,315,11.5649
2021-04-28,11.495,389,11.537
2021-04-29,11.5435,406,11.5021
2021-04-30,11.62,581,11.5919
2021-05-04,11.554,292,11.5818
2021-05-05,11.5415,269,11.532
2021-05-06,11.4844,351,11.5205
2021-05-07,11.5015,369,11.4911
2021-05-10,11.5741,204,11.5304
2021-05-11,11.5284,270,11.5283
2021-05-12,11.56,269,11.5214
2021-05-13,11.485,316,11.513
2021-05-14,11.4909,276,11.4929
2021-05-17,11.46,277,11.4756
2021-05-18,11.464,297,11.4792
2021-05-19,11.46,328,11.4577
2021-05-20,11.438,326,11.4403
2021-05-21,11.4418,323,11.425
2021-05-24,11.468,394,11.4576
2021-05-25,11.4679,287,11.4689
2021-05-26,11.5135,336,11.5179
2021-05-27,11.535,314,11.5315
2021-05-28,11.504,328,11.5475
2021-05-31,11.5161,251,11.5254
2021-06-01,11.513,328,11.5008
2021-06-02,11.461,339,11.5085
2021-06-03,11.448,575,11.4606
2021-06-04,11.4005,546,11.431
2021-06-07,11.41,466,11.3945
2021-06-08,11.304,570,11.3531
2021-06-09,11.328,406,11.2961
2021-06-10,11.24,492,11.2953
2021-06-11,11.28,460,11.2281
2021-06-14,11.2605,225,11.2652
2021-06-15,11.274,480,11.2358
2021-06-16,11.285,418,11.2518
2021-06-17,11.2,406,11.2537
2021-06-18,11.26,364,11.202
2021-06-21,11.32,316,11.3011
2021-06-22,11.2435,371,11.2943
2021-06-23,11.219,432,11.2058
2021-06-24,11.174,462,11.1748
2021-06-25,11.1844,326,11.1729
2021-06-28,11.1617,330,11.1728
2021-06-29,11.27,518,11.229
2021-06-30,11.3259,388,11.2815
2021-07-01,11.3485,500,11.2928
2021-07-02,11.3155,441,11.348
2021-07-05,11.367,246,11.3532
2021-07-06,11.493,426,11.3748
2021-07-07,11.542,371,11.4855
2021-07-08,11.5151,527,11.5762
2021-07-09,11.475,291,11.4504
2021-07-12,11.4925,301,11.5215
2021-07-13,11.4685,259,11.4543
2021-07-14,11.4741,253,11.4573
2021-07-15,11.5157,269,11.4825
2021-07-16,11.44,256,11.4612
2021-07-19,11.5,454,11.4806
2021-07-20,11.4675,307,11.4856
2021-07-21,11.448,400,11.4881
2021-07-22,11.3845,409,11.4072
2021-07-23,11.394,304,11.3797
2021-07-26,11.364,436,11.4096
2021-07-27,11.298,365,11.3273
2021-07-28,11.336,455,11.3025
2021-07-29,11.323,315,11.3331
2021-07-30,11.3086,559,11.3058
2021-08-02,11.296,389,11.2854
2021-08-03,11.283,373,11.2791
2021-08-04,11.3325,302,11.2876
2021-08-05,11.31,353,11.3293
2021-08-06,11.34,296,11.3154
2021-08-09,11.3641,309,11.3446
2021-08-10,11.3923,316,11.3665
2021-08-11,11.3241,394,11.4119
2021-08-12,11.365,269,11.3527
2021-08-13,11.3049,281,11.3273
2021-08-16,11.31,343,11.3368
2021-08-17,11.344,290,11.3256
2021-08-18,11.3885,356,11.3481
2021-08-19,11.418,407,11.4145
2021-08-20,11.4301,511,11.4363
2021-08-23,11.4494,332,11.4177
2021-08-24,11.394,447,11.4147
2021-08-25,11.435,283,11.4015
2021-08-26,11.448,695,11.4349
2021-08-27,11.3894,300,11.4241
2021-08-30,11.372,404,11.3827
2021-08-31,11.3451,322,11.3503
2021-09-01,11.315,547,11.3203
2021-09-02,11.311,1535,11.2837
2021-09-03,11.303,422,11.2963
2021-09-06,11.322,392,11.3116
2021-09-07,11.3475,456,11.3346
2021-09-08,11.33,400,11.3586
2021-09-09,11.316,415,11.3282
2021-09-10,11.365,312,11.3231
2021-09-13,11.28,531,11.3155
2021-09-14,11.33,510,11.3042
2021-09-15,11.25,393,11.3046
2021-09-16,11.24,485,11.2514
2021-09-17,11.2615,455,11.2576
2021-09-20,11.3315,474,11.3223
2021-09-21,11.2799,372,11.3029
2021-09-22,11.3,442,11.262
2021-09-23,11.27,302,11.2598
2021-09-24,11.255,418,11.2856
2021-09-27,11.2355,560,11.2329
2021-09-28,11.258,633,11.2377
2021-09-29,11.2575,448,11.2536
2021-09-30,11.298,485,11.2588
2021-10-01,11.3225,406,11.3565
2021-10-04,11.2545,412,11.3042
2021-10-05,11.2235,442,11.2628
2021-10-06,11.2275,448,11.232
2021-10-07,11.121,546,11.1968
2021-10-08,11.1535,503,11.1546
2021-10-11,11.1148,446,11.1218
2021-10-12,11.135,464,11.1316
2021-10-13,11.1985,615,11.1504
2021-10-14,11.095,599,11.1581
2021-10-15,11.0445,445,11.0742
2021-10-18,11.0935,301,11.08
2021-10-19,11.1185,310,11.1023
2021-10-20,11.0802,326,11.1109
2021-10-21,11.1205,357,11.1223
2021-10-22,11.011,683,11.0533
2021-10-25,10.933,407,10.9781
2021-10-26,10.9065,412,10.8903
2021-10-27,11.0425,347,10.9836
2021-10-28,10.9905,323,11.016
2021-10-29,11.068,308,11.0386
2021-11-01,11.194,429,11.0975
2021-11-02,11.1769,373,11.2092
2021-11-03,11.38,405,11.2218
2021-11-05,11.1485,257,11.1678
2021-11-08,11.156,426,11.1664
2021-11-09,11.0756,345,11.1306
2021-11-10,11.1345,513,11.079
2021-11-11,11.2,472,11.1256
2021-11-12,11.35,974,11.2813
2021-11-15,11.3665,387,11.3564
2021-11-16,11.445,414,11.4093
2021-11-17,11.3885,381,11.3963
2021-11-18,11.451,330,11.4156
2021-11-19,11.499,459,11.472
2021-11-22,11.6903,890,11.5609
2021-11-23,11.6275,587,11.7223
2021-11-24,11.716,452,11.6598
2021-11-25,11.6906,320,11.6864
2021-11-26,11.8105,491,11.816
2021-11-29,11.6875,457,11.7377
2021-11-30,11.6395,467,11.7166
2021-12-01,11.655,450,11.606
2021-12-02,11.57,310,11.5922
2021-12-03,11.59,329,11.5587
2021-12-06,11.6625,351,11.5674
2021-12-07,11.64,361,11.6657
2021-12-08,11.5876,334,11.6132
2021-12-09,11.56,308,11.5916
2021-12-10,11.5,284,11.5275
2021-12-13,11.5375,376,11.5306
2021-12-14,11.575,408,11.5409
2021-12-15,11.57,473,11.592
2021-12-16,11.565,343,11.5422
2021-12-17,11.61,289,11.5591
2021-12-20,11.6175,762,11.6273
2021-12-21,11.6,330,11.5821
2021-12-22,11.565,356,11.5669
2021-12-23,11.51,334,11.5203
2021-12-24,11.56,330,11.5107
2021-12-27,11.52,334,11.5141
2021-12-28,11.5675,288,11.5484
2021-12-29,11.6325,313,11.587
2021-12-30,11.7175,352,11.691
2022-01-03,11.685,145,11.682
2022-01-04,11.815,182,11.7628
2022-01-05,12.0325,252,11.8999
2022-01-06,11.935,325,12.0482
2022-01-07,11.8375,68,11.8146
2022-01-10,11.775,349,11.7651
2022-01-11,11.6725,412,11.7337
2022-01-12,11.7502,411,11.6999
2022-01-13,12.0,632,11.754
2022-01-14,11.995,592,11.9942
2022-01-17,11.9925,414,12.0077
2022-01-18,12.1075,411,12.0294
2022-01-19,12.0,427,12.0479
2022-01-20,12.0725,372,12.0604
2022-01-21,12.2125,366,12.0849
2022-01-24,12.44,961,12.2701
2022-01-25,12.4225,788,12.4235
2022-01-26,12.5555,640,12.521
2022-01-27,12.265,632,12.3683
2022-01-28,12.2375,515,12.2517
2022-01-31,12.1675,473,12.1666
2022-02-01,12.0725,363,12.0898
2022-02-02,11.97,387,11.979
2022-02-03,12.04,409,12.0345
2022-02-04,11.92,439,11.944
2022-02-07,11.8725,341,11.8768
2022-02-08,11.785,298,11.8154
2022-02-09,11.74,392,11.7401
2022-02-10,11.78,478,11.747
2022-02-11,12.115,562,11.8187
2022-02-14,12.085,691,12.0887
2022-02-15,11.9125,739,11.9477
2022-02-16,11.8824,439,11.8518
2022-02-17,12.065,542,12.0016
2022-02-18,12.225,528,12.0257
2022-02-21,12.6175,1620,12.2974
2022-02-22,12.445,1363,12.5803
2022-02-23,12.8225,367,12.747
2022-02-24,15.3373,2509,14.3044
2022-02-25,13.6071,2269,13.3121
2022-02-28,16.501,3932,15.5161
2022-03-01,16.7,4512,15.4228
2022-03-02,17.52,9232,17.2425
2022-03-03,19.0,53183,18.4569
2022-03-04,20.02,36727,19.928
2022-03-09,21.3999,52720,21.7738
2022-03-10,20.1318,43462,20.3688
2022-03-11,18.92,31666,18.879
2022-03-14,17.9,36545,18.1814
2022-03-15,17.755,16998,17.6155
2022-03-16,17.85,25268,17.2686
2022-03-17,16.516,25621,16.7221
2022-03-18,16.6127,21993,16.5981
2022-03-21,16.4082,16995,16.5429
2022-03-22,16.38,9161,16.3671
2022-03-23,15.6,18504,16.2455
2022-03-24,15.299,16303,15.1784
2022-03-25,15.468,14573,15.2052
2022-03-28,14.8101,17718,14.9759
2022-03-29,13.69,32880,13.7903
2022-03-30,13.47,18382,13.3964
2022-03-31,13.4096,16797,13.2535
2022-04-01,13.35,17360,13.2388
2022-04-04,13.34,11981,13.292
2022-04-05,13.3055,17146,13.2399
2022-04-06,13.079,24440,13.1887
2022-04-07,12.44,51305,12.2812
2022-04-08,12.23,36694,12.1004
2022-04-11,12.545,28472,12.6242
2022-04-12,12.5301,14932,12.5409
2022-04-13,12.7368,11379,12.5781
2022-04-14,12.729,21048,12.8323
2022-04-15,12.718,12375,12.6411
2022-04-18,12.615,10697,12.5249
2022-04-19,12.31,10305,12.4198
2022-04-20,12.12,16906,12.1123
2022-04-21,11.93,20772,11.7188
2022-04-22,11.6,17195,11.4094
2022-04-25,11.2399,13819,11.2242
2022-04-26,11.1216,12228,11.1506
2022-04-27,11.145,8933,11.1242
2022-04-28,11.15,14593,10.9697
2022-04-29,10.86,16053,10.8453
2022-05-04,10.0409,15257,10.4552
2022-05-05,10.2352,12890,10.0037
2022-05-06,10.5001,17779,10.1036
2022-05-11,10.06,12073,10.1765
2022-05-12,9.336,16264,9.67
2022-05-13,9.55,13593,9.3911
2022-05-16,9.468,9719,9.3612
2022-05-17,9.5849,7744,9.4541
2022-05-18,9.3975,11321,9.4534
2022-05-19,9.175,9957,9.2317
2022-05-20,8.9298,25516,8.9029
2022-05-23,8.75,11732,8.8042
2022-05-24,8.632,15569,8.7019
2022-05-25,9.4007,24197,8.7098
2022-05-26,9.891,31426,9.5133
2022-05-27,10.0479,25331,10.0563
2022-05-30,9.4744,17264,9.5459
2022-05-31,9.47,12947,9.4088
2022-06-01,9.306,11392,9.3579
2022-06-02,9.3401,8550,9.3551
2022-06-03,9.3941,9749,9.4165
2022-06-06,9.3214,8997,9.3104
2022-06-07,9.3081,9797,9.3003
2022-06-08,9.2497,13973,9.2582
2022-06-09,9.1114,19750,9.1168
2022-06-10,8.777,24996,8.8506
2022-06-14,8.52,31067,8.5616
2022-06-15,8.62,19561,8.5526
2022-06-16,8.6265,15038,8.5586
2022-06-17,8.43,21828,8.5436
2022-06-20,8.439,17089,8.4682
2022-06-21,8.129,31988,8.2576
2022-06-22,8.035,29622,8.0199
2022-06-23,8.0186,27091,7.9959
2022-06-24,8.1634,63487,8.0288
2022-06-27,8.0501,19254,8.0406
2022-06-28,7.83,24692,7.9429
2022-06-29,8.2031,34258,7.7628
2022-06-30,7.9901,32597,8.2542
2022-07-01,8.7511,36259,8.6516
2022-07-04,8.675,33664,8.6788
2022-07-05,9.3999,50778,9.0292
2022-07-06,9.7485,39708,9.5559
2022-07-07,9.5355,27895,9.5606
2022-07-08,9.2762,21206,9.2799
2022-07-11,8.902,35500,9.1559
2022-07-12,8.8418,35775,8.7427
2022-07-13,8.7052,34769,8.7194
2022-07-14,8.6563,28574,8.6359
2022-07-15,8.5901,34067,8.5725
2022-07-18,8.44,26765,8.4236
2022-07-19,8.3,40901,8.2648
2022-07-20,8.15,35707,8.1596
2022-07-21,8.52,54249,8.4143
2022-07-22,8.5837,48765,8.5927
2022-07-25,8.6894,40199,8.6347
2022-07-26,9.2,54259,8.8344
2022-07-27,8.9971,66320,9.021
2022-07-28,9.1401,54850,9.0618
2022-07-29,9.3299,53739,9.2298
2022-08-01,9.033,77064,9.1958
2022-08-02,8.97,54370,8.9356
2022-08-03,8.986,39921,8.9462
2022-08-04,8.94,40123,8.9339
2022-08-05,9.052,52996,8.9794
2022-08-08,9.027,49145,8.9621
2022-08-09,8.924,38146,8.9517
2022-08-10,9.09,34417,8.9704
2022-08-11,9.026,35268,9.0124
2022-08-12,8.995,34065,9.0297
2022-08-15,9.03,31774,9.0447
2022-08-16,8.97,56068,9.0129
2022-08-17,8.901,36066,8.9353
2022-08-18,8.756,52684,8.8135
2022-08-19,8.61,49316,8.6424
2022-08-22,8.711,43361,8.6988
2022-08-23,8.72,43328,8.7163
2022-08-24,8.748,36736,8.7355
2022-08-25,8.755,28775,8.7296
2022-08-26,8.765,23361,8.7434
2022-08-29,8.726,21580,8.7211
2022-08-30,8.675,25011,8.7369
2022-08-31,8.72,34017,8.7158
2022-09-01,8.727,20087,8.7268
2022-09-02,8.805,24908,8.747
2022-09-05,8.738,21924,8.7734
2022-09-06,8.765,22340,8.7489
2022-09-07,8.732,20329,8.7539
2022-09-08,8.731,19674,8.7353
2022-09-09,8.723,17309,8.7306
2022-09-12,8.713,29800,8.7234
2022-09-13,8.595,40837,8.6494
2022-09-14,8.588,36981,8.5683
2022-09-15,8.571,33106,8.5513
2022-09-16,8.546,31494,8.547
2022-09-19,8.559,40096,8.56
2022-09-20,8.645,47924,8.553
2022-09-21,8.577,66501,8.6128
2022-09-22,8.303,65217,8.4156
2022-09-23,8.092,121105,8.1373
2022-09-26,8.12,58990,8.0953
2022-09-27,8.155,47864,8.1148
2022-09-28,8.023,58170,8.068
2022-09-29,8.12,82784,8.0136
2022-09-30,8.341,90787,8.1992
2022-10-03,8.268,64873,8.1579
2022-10-04,8.199,45989,8.2041
2022-10-05,8.575,49618,8.3887
2022-10-06,8.555,51191,8.5891
2022-10-07,8.497,50982,8.5855
2022-10-10,8.657,63308,8.6176
2022-10-11,8.683,56224,8.7548
2022-10-12,8.683,79929,8.6772
2022-10-13,8.685,49121,8.7023
2022-10-14,8.602,50618,8.679
2022-10-17,8.533,49426,8.5282
2022-10-18,8.505,42765,8.5102
2022-10-19,8.462,38801,8.4586
2022-10-20,8.438,45653,8.4444
2022-10-21,8.309,56310,8.3656
2022-10-24,8.332,49066,8.3242
2022-10-25,8.407,39745,8.3261
2022-10-26,8.5,41142,8.4785
2022-10-27,8.47,39924,8.4379
2022-10-28,8.403,57525,8.4288
2022-10-31,8.385,44965,8.3935
2022-11-01,8.397,35943,8.4071
2022-11-02,8.414,44651,8.4242
2022-11-03,8.407,57611,8.4277
2022-11-07,8.417,54127,8.433
2022-11-08,8.372,44766,8.3688
2022-11-09,8.454,46966,8.4055
2022-11-10,8.391,39285,8.3967
2022-11-11,8.473,48766,8.449
2022-11-14,8.534,39381,8.5419
2022-11-15,8.55,53066,8.5343
2022-11-16,8.493,30285,8.4989
2022-11-17,8.453,34012,8.4471
2022-11-18,8.49,26080,8.4748
2022-11-21,8.47,29546,8.4746
2022-11-22,8.47,31375,8.4722
2022-11-23,8.44,19866,8.4351
2022-11-24,8.449,26174,8.4371
2022-11-25,8.415,22070,8.4242
2022-11-28,8.436,23898,8.4175
2022-11-29,8.468,42618,8.4827
2022-11-30,8.593,38876,8.5406
2022-12-01,8.724,21007,8.6539
2022-12-02,8.805,28454,8.7825
2022-12-05,8.93,30275,8.9336
2022-12-06,8.958,52815,8.9668
2022-12-07,9.005,41736,8.9907
2022-12-08,8.999,27214,8.9783
2022-12-09,8.978,33644,8.9649
2022-12-12,8.985,23893,8.9879
2022-12-13,9.045,28745,9.0381
2022-12-14,9.165,40038,9.1242
2022-12-15,9.215,41344,9.2139
2022-12-16,9.279,26080,9.2443
2022-12-19,9.657,70452,9.5426
2022-12-20,9.89,53401,9.8605
2022-12-21,10.079,59712,10.0787
